pkey,Occupation_42,Is_student,activity_type,INSEE,AGE_2018,DEGREE,SEX,household_type,target
53024,"csp_7_7",FALSE,"TACT2-1","59512",57,"hd.1.2","Female","ft42","N"
53028,"csp_6_7",FALSE,"TACT1-1","59512",61,"hd.1.6","Male","ft41","I"
53029,"csp_8_5",FALSE,"TACT2-5","59512",62,"hd.2","Male","ft44","I"
53031,"csp_5_6",FALSE,"TACT1-1","59512",26,"hd.2","Female","ft12","I"
53033,"csp_8_5",FALSE,"TACT2-5","59512",35,"hd.1.3","Female","ft44","I"
53037,"csp_6_2",FALSE,"TACT1-1","59512",36,"hd.1.3","Male","ft42","I"
53040,"csp_6_5",FALSE,"TACT1-1","59512",44,"hd.1.3","Male","ft41","I"
53043,"csp_6_7",FALSE,"TACT1-1","59512",31,"hd.1.2","Male","ft41","I"
53044,"csp_7_8",FALSE,"TACT2-1","59512",79,"hd.1.1","Female","ft12","I"
53045,"csp_7_8",FALSE,"TACT2-1","59512",80,"hd.1.2","Male","ft44","I"
53050,"csp_8_5",FALSE,"TACT2-4","59512",42,"hd.1.3","Female","ft44","I"
53052,"csp_4_5",FALSE,"TACT1-1","59512",60,"hd.1.3","Male","ft42","I"
53053,"csp_8_4",TRUE,"TACT2-2","59512",22,"hd.1.4","Female","ft20","I"
53054,"csp_6_7",FALSE,"TACT1-2","59512",22,"hd.1.5","Male","ft41","I"
53055,"csp_8_5",FALSE,"TACT2-4","59512",23,"hd.2","Female","ft44","I"
53057,"csp_6_8",FALSE,"TACT1-1","59512",35,"hd.1","Male","ft41","I"
53058,"csp_7_2",FALSE,"TACT2-1","59512",82,"hd.2","Female","ft32","I"
53059,"csp_7_8",FALSE,"TACT2-1","59512",64,"hd.1.1","Male","ft11","I"
53063,"csp_4_8",FALSE,"TACT1-2","59512",47,"hd.1.3","Male","ft43","I"
53066,"csp_5_4",FALSE,"TACT1-1","59512",44,"hd.1.7","Female","ft12","N"
53071,"csp_6_7",FALSE,"TACT1-2","59512",29,"hd.3","Male","ft32","I"
53073,"csp_5_6",FALSE,"TACT1-1","59513",59,"hd.1.6","Female","ft41","N"
53075,"csp_4_6",FALSE,"TACT1-1","59514",40,"hd.1.5","Female","ft12","I"
53076,"csp_5_6",FALSE,"TACT1-1","59514",57,"hd.1.3","Female","ft43","N"
53078,"csp_6_2",FALSE,"TACT1-1","59514",39,"hd.1.6","Male","ft41","I"
53080,"csp_4_3",FALSE,"TACT1-1","59514",46,"hd.1.7","Male","ft41","I"
53085,"csp_4_3",FALSE,"TACT1-1","59519",44,"hd.1.3","Female","ft41","I"
53088,"csp_3_8",FALSE,"TACT1-1","59520",47,"hd.1.7","Male","ft41","I"
53089,"csp_8_4",TRUE,"TACT2-2","59521",20,"hd.1.2","Male","ft41","N"
53090,"csp_7_8",FALSE,"TACT2-1","59522",79,"hd.1","Male","ft44","I"
53091,"csp_4_7",FALSE,"TACT1-1","59522",61,"hd.1.4","Male","ft41","I"
53095,"csp_5_3",FALSE,"TACT1-2","59523",35,"hd.1.7","Male","ft44","I"
53096,"csp_5_6",TRUE,"TACT1-1","59523",51,"hd.1.2","Male","ft42","N"
53100,"csp_8_5",FALSE,"TACT2-5","59524",38,"hd.1.3","Female","ft44","I"
53107,"csp_7_4",FALSE,"TACT2-1","59524",62,"hd.1.3","Male","ft44","I"
53108,"csp_7_8",FALSE,"TACT2-1","59524",71,"hd.1.1","Female","ft12","I"
53109,"csp_8_5",FALSE,"TACT2-5","59525",54,"hd.1.3","Male","ft11","I"
53110,"csp_5_4",FALSE,"TACT1-1","59525",31,"hd.1.4","Female","ft41","N"
53111,"csp_2_1",FALSE,"TACT1-1","59526",36,"hd.1.5","Female","ft41","N"
53115,"csp_7_8",FALSE,"TACT2-1","59526",71,"hd.1.3","Male","ft44","I"
53116,"csp_3_8",FALSE,"TACT1-1","59526",56,"hd.1.6","Male","ft41","I"
53117,"csp_1_2",FALSE,"TACT1-1","59526",38,"hd.1.6","Male","ft41","N"
53119,"csp_5_4",FALSE,"TACT1-1","59526",49,"hd.1.3","Female","ft41","N"
53121,"csp_3_1",FALSE,"TACT1-1","59526",49,"hd.1.9","Female","ft41","I"
53122,"csp_4_2",FALSE,"TACT1-1","59526",51,"hd.1.3","Male","ft41","I"
53127,"csp_5_2",FALSE,"TACT1-1","59526",38,"hd.1.5","Female","ft41","N"
53128,"csp_4_6",FALSE,"TACT1-1","59526",29,"hd.1.8","Female","ft41","N"
53129,"csp_7_5",FALSE,"TACT2-1","59526",66,"hd.1.6","Male","ft44","I"
53131,"csp_4_8",FALSE,"TACT1-1","59526",31,"hd.1.3","Male","ft41","I"
53133,"csp_4_2",FALSE,"TACT1-1","59526",30,"hd.1.6","Male","ft42","I"
53134,"csp_8_4",TRUE,"TACT2-2","59526",21,"hd.1.6","Male","ft41","N"
53135,"csp_4_7",FALSE,"TACT1-1","59526",27,"hd.1.6","Male","ft41","N"
53136,"csp_8_4",TRUE,"TACT2-2","59526",15,"hd.1.2","Female","ft41","I"
53137,"csp_5_4",FALSE,"TACT1-1","59526",42,"hd.1.3","Female","ft41","N"
53139,"csp_4_7",FALSE,"TACT1-1","59526",32,"hd.1.7","Male","ft41","N"
53140,"csp_7_8",FALSE,"TACT2-1","59526",64,"hd.1.3","Male","ft44","I"
53141,"csp_4_7",FALSE,"TACT1-1","59527",35,"hd.1.4","Male","ft44","I"
53143,"csp_5_4",FALSE,"TACT1-2","59527",51,"hd.1.6","Female","ft42","I"
53146,"csp_7_7",FALSE,"TACT2-1","59527",91,"hd.1.6","Female","ft41","I"
53147,"csp_3_4",FALSE,"TACT1-1","59527",45,"hd.1.7","Female","ft41","I"
53149,"csp_7_1",FALSE,"TACT2-1","59527",96,"hd.1.1","Male","ft11","I"
53150,"csp_6_3",FALSE,"TACT1-1","59527",59,"hd.3","Male","ft32","I"
53151,"csp_5_5",FALSE,"TACT1-1","59527",28,"hd.1.2","Male","ft41","N"
53154,"csp_6_8",TRUE,"TACT1-1","59528",18,"hd.1.3","Male","ft41","I"
53155,"csp_8_5",FALSE,"TACT2-5","59528",33,"hd.1.3","Male","ft11","I"
53156,"csp_5_3",FALSE,"TACT1-1","59529",42,"hd.1.5","Male","ft41","I"
53160,"csp_8_1",FALSE,"TACT1-2","59533",21,"hd.1.3","Male","ft32","I"
53161,"csp_8_5",FALSE,"TACT2-5","59533",27,"hd.2","Female","ft12","I"
53162,"csp_4_2",FALSE,"TACT1-1","59534",52,"hd.1.7","Female","ft41","I"
53166,"csp_3_5",FALSE,"TACT1-1","59539",48,"hd.1.8","Female","ft41","N"
53172,"csp_8_5",FALSE,"TACT2-4","59544",30,"hd.1.3","Female","ft42","I"
53174,"csp_8_5",FALSE,"TACT2-5","59544",22,"hd.3","Male","ft32","I"
53175,"csp_3_3",FALSE,"TACT1-1","59544",48,"hd.1.7","Male","ft41","I"
53181,"csp_7_2",FALSE,"TACT2-1","59544",73,"hd.1.5","Male","ft44","I"
53182,"csp_8_6",FALSE,"TACT2-1","59544",69,"hd.1","Female","ft32","I"
53184,"csp_3_8",FALSE,"TACT1-1","59544",32,"hd.1.8","Female","ft12","I"
53187,"csp_2_1",FALSE,"TACT1-1","59544",57,"hd.1.3","Male","ft11","I"
53190,"csp_8_5",FALSE,"TACT2-4","59544",35,"hd.1.3","Female","ft12","I"
53193,"csp_7_2",FALSE,"TACT2-1","59546",67,"hd.1.1","Female","ft44","I"
53194,"csp_7_8",FALSE,"TACT2-1","59546",64,"hd.1.1","Female","ft44","I"
53195,"csp_6_8",FALSE,"TACT1-1","59547",65,"hd.1.1","Female","ft12","N"
53196,"csp_4_5",FALSE,"TACT1-1","59550",32,"hd.1.8","Male","ft11","I"
53201,"csp_6_3",FALSE,"TACT1-1","59551",34,"hd.3","Male","ft42","I"
53202,"csp_7_7",FALSE,"TACT2-1","59551",72,"hd.1.1","Male","ft44","I"
53204,"csp_4_7",FALSE,"TACT1-1","59551",40,"hd.1.5","Male","ft41","N"
53205,"csp_8_5",FALSE,"TACT2-5","59551",58,"hd.1","Female","ft12","I"
53207,"csp_6_3",FALSE,"TACT1-1","59551",30,"hd.3","Male","ft41","I"
53208,"csp_7_7",FALSE,"TACT2-1","59553",69,"hd.1.4","Female","ft44","N"
53209,"csp_5_5",FALSE,"TACT1-1","59553",54,"hd.1.3","Female","ft43","N"
53211,"csp_4_3",FALSE,"TACT1-1","59553",33,"hd.1.6","Female","ft41","N"
53212,"csp_6_3",FALSE,"TACT1-1","59553",33,"hd.1.7","Male","ft41","I"
53220,"csp_7_5",FALSE,"TACT2-1","59555",80,"hd.1.3","Male","ft44","I"
53222,"csp_5_6",FALSE,"TACT1-1","59557",21,"hd.1.4","Female","ft41","I"
53225,"csp_8_5",TRUE,"TACT2-2","59557",15,"hd.3","Female","ft41","I"
53226,"csp_8_4",TRUE,"TACT2-2","59557",16,"hd.1.2","Female","ft32","I"
53227,"csp_5_4",FALSE,"TACT1-1","59557",60,"hd.1.3","Female","ft12","N"
53233,"csp_8_6",FALSE,"TACT2-5","59560",96,"hd.2","Female","ft12","I"
53236,"csp_6_2",FALSE,"TACT1-1","59560",34,"hd.1.4","Male","ft42","I"
53237,"csp_8_5",TRUE,"TACT2-2","59560",17,"hd.3","Male","ft41","I"
53238,"csp_7_4",FALSE,"TACT2-1","59560",74,"hd.1.8","Male","ft44","I"
53242,"csp_6_7",FALSE,"TACT1-1","59560",24,"hd.1.3","Female","ft41","N"
53243,"csp_8_4",TRUE,"TACT2-2","59560",25,"hd.1.1","Male","ft11","I"
53244,"csp_7_5",FALSE,"TACT2-1","59560",69,"hd.1.4","Female","ft44","N"
53245,"csp_7_8",FALSE,"TACT2-1","59560",91,"hd.2","Female","ft32","I"
53248,"csp_6_3",FALSE,"TACT1-1","59560",50,"hd.1.3","Male","ft42","I"
53252,"csp_6_3",TRUE,"TACT1-2","59560",28,"hd.1.4","Male","ft20","I"
53253,"csp_5_2",FALSE,"TACT1-1","59560",32,"hd.1.8","Female","ft41","N"
53254,"csp_8_5",TRUE,"TACT2-2","59560",15,"hd.3","Female","ft32","N"
53255,"csp_3_7",FALSE,"TACT1-1","59560",27,"hd.1.8","Female","ft12","N"
53257,"csp_8_1",FALSE,"TACT1-2","59560",24,"hd.1.2","Male","ft42","N"
53261,"csp_4_2",FALSE,"TACT1-1","59564",41,"hd.1.7","Female","ft41","I"
53262,"csp_5_5",FALSE,"TACT1-1","59564",47,"hd.1.4","Male","ft32","I"
53263,"csp_7_5",FALSE,"TACT2-1","59564",66,"hd.1.1","Male","ft44","I"
53265,"csp_7_8",FALSE,"TACT2-1","59565",65,"hd.2","Male","ft44","I"
53267,"csp_8_5",FALSE,"TACT2-4","59566",52,"hd.1.2","Female","ft42","N"
53272,"csp_8_5",FALSE,"TACT2-5","59567",26,"hd.2","Male","ft43","I"
53276,"csp_2_2",FALSE,"TACT1-1","59569",48,"hd.1.4","Female","ft41","N"
53278,"csp_6_2",FALSE,"TACT1-1","59569",41,"hd.1.5","Male","ft11","I"
53279,"csp_5_4",FALSE,"TACT1-2","59569",53,"hd.2","Female","ft42","I"
53281,"csp_5_6",FALSE,"TACT1-1","59569",66,"hd.1.3","Female","ft12","N"
53282,"csp_8_5",FALSE,"TACT2-5","59569",26,"hd.1.2","Male","ft11","I"
53284,"csp_5_4",FALSE,"TACT1-1","59569",42,"hd.1.6","Female","ft41","N"
53285,"csp_6_2",FALSE,"TACT1-1","59569",34,"hd.3","Male","ft42","I"
53287,"csp_8_5",FALSE,"TACT2-5","59569",30,"hd.3","Male","ft44","I"
53288,"csp_7_8",FALSE,"TACT2-1","59569",75,"hd.1.1","Female","ft32","I"
53290,"csp_8_5",TRUE,"TACT2-2","59569",15,"hd.3","Male","ft44","I"
53291,"csp_8_5",FALSE,"TACT2-4","59569",59,"hd.1.3","Female","ft44","I"
53294,"csp_7_8",FALSE,"TACT2-1","59569",84,"hd.1.3","Male","ft44","I"
53296,"csp_8_4",TRUE,"TACT2-2","59569",18,"hd.1.2","Female","ft41","I"
53297,"csp_8_1",FALSE,"TACT1-2","59569",22,"hd.1.3","Male","ft32","I"
53301,"csp_5_5",FALSE,"TACT1-1","59571",50,"hd.1.6","Female","ft41","N"
53303,"csp_3_8",FALSE,"TACT1-1","59571",37,"hd.1.7","Male","ft42","I"
53304,"csp_8_4",TRUE,"TACT2-2","59571",16,"hd.1.2","Female","ft41","I"
53306,"csp_8_4",TRUE,"TACT2-2","59571",20,"hd.1.2","Female","ft42","I"
53307,"csp_8_4",TRUE,"TACT2-2","59571",15,"hd.1.2","Male","ft32","I"
53308,"csp_6_7",FALSE,"TACT1-1","59572",31,"hd.1.3","Male","ft42","I"
53309,"csp_7_7",FALSE,"TACT2-1","59572",72,"hd.1.2","Female","ft44","I"
53311,"csp_5_2",FALSE,"TACT1-1","59574",58,"hd.1.3","Male","ft42","I"
53312,"csp_5_2",FALSE,"TACT1-1","59574",47,"hd.1.2","Female","ft32","I"
53313,"csp_8_4",TRUE,"TACT2-2","59574",15,"hd.3","Female","ft42","I"
53316,"csp_8_5",FALSE,"TACT2-4","59574",46,"hd.2","Male","ft42","I"
53317,"csp_8_5",FALSE,"TACT2-4","59574",31,"hd.1.3","Female","ft42","I"
53318,"csp_8_5",FALSE,"TACT2-4","59574",32,"hd.1.3","Male","ft43","I"
53320,"csp_7_7",FALSE,"TACT2-1","59574",69,"hd.1.1","Male","ft44","I"
53322,"csp_6_5",FALSE,"TACT1-1","59574",56,"hd.2","Male","ft32","I"
53325,"csp_4_5",FALSE,"TACT1-1","59574",48,"hd.1.4","Female","ft41","N"
53329,"csp_7_7",FALSE,"TACT2-1","59574",72,"hd.2","Female","ft44","I"
53331,"csp_3_8",FALSE,"TACT1-1","59574",45,"hd.1.7","Male","ft41","I"
53332,"csp_8_4",TRUE,"TACT2-2","59574",17,"hd.1.2","Male","ft41","N"
53334,"csp_8_4",TRUE,"TACT2-2","59574",19,"hd.1.2","Female","ft42","I"
53335,"csp_6_4",FALSE,"TACT1-2","59574",28,"hd.1.2","Male","ft32","N"
53336,"csp_5_5",FALSE,"TACT1-2","59575",51,"hd.3","Male","ft44","I"
53337,"csp_5_6",FALSE,"TACT1-1","59575",50,"hd.1.6","Female","ft41","I"
53340,"csp_3_8",FALSE,"TACT1-1","59578",38,"hd.1.8","Male","ft11","I"
53341,"csp_8_4",TRUE,"TACT2-2","59578",22,"hd.1.4","Female","ft12","I"
53343,"csp_6_4",FALSE,"TACT1-1","59579",53,"hd.1.3","Female","ft41","I"
53344,"csp_8_5",FALSE,"TACT2-5","59580",34,"hd.1.2","Male","ft44","I"
53346,"csp_7_7",FALSE,"TACT2-1","59580",72,"hd.1.3","Female","ft12","N"
53347,"csp_4_6",FALSE,"TACT1-1","59581",48,"hd.1.6","Female","ft41","N"
53350,"csp_5_2",FALSE,"TACT1-1","59582",32,"hd.1.3","Female","ft32","I"
53351,"csp_2_2",FALSE,"TACT1-1","59582",39,"hd.2","Male","ft11","I"
53354,"csp_5_4",FALSE,"TACT1-2","59584",44,"hd.2","Male","ft44","I"
53355,"csp_7_7",FALSE,"TACT2-1","59585",61,"hd.1.3","Female","ft12","I"
53356,"csp_8_5",TRUE,"TACT2-2","59585",15,"hd.3","Female","ft41","N"
53358,"csp_8_5",FALSE,"TACT2-5","59585",46,"hd.2","Female","ft44","I"
53359,"csp_8_5",FALSE,"TACT2-5","59585",39,"hd.3","Male","ft32","I"
53363,"csp_6_7",FALSE,"TACT1-1","59585",57,"hd.1.3","Male","ft41","I"
53364,"csp_4_2",FALSE,"TACT1-1","59585",57,"hd.3","Female","ft43","I"
53366,"csp_3_7",FALSE,"TACT1-1","59586",63,"hd.1.6","Female","ft12","I"
53370,"csp_7_7",FALSE,"TACT2-1","59586",61,"hd.1.8","Male","ft44","I"
53372,"csp_7_5",FALSE,"TACT2-1","59586",71,"hd.1","Male","ft11","I"
53377,"csp_6_8",FALSE,"TACT1-1","59586",46,"hd.1.3","Female","ft12","I"
53380,"csp_8_4",TRUE,"TACT2-2","59587",17,"hd.3","Female","ft32","N"
53382,"csp_8_4",TRUE,"TACT2-2","59588",34,"hd.1.4","Male","ft44","I"
53384,"csp_7_7",FALSE,"TACT2-1","59588",71,"hd.2","Female","ft32","I"
53387,"csp_5_2",FALSE,"TACT1-1","59588",60,"hd.1.3","Female","ft41","N"
53390,"csp_4_5",FALSE,"TACT1-1","59588",49,"hd.1.7","Female","ft41","N"
53391,"csp_4_7",FALSE,"TACT1-2","59588",46,"hd.1.3","Female","ft12","I"
53392,"csp_3_3",FALSE,"TACT1-1","59588",41,"hd.1.8","Female","ft12","I"
53396,"csp_8_6",FALSE,"TACT2-4","59588",64,"hd.1.1","Female","ft44","I"
53398,"csp_8_4",TRUE,"TACT2-2","59588",15,"hd.3","Male","ft41","I"
53401,"csp_7_7",FALSE,"TACT2-1","59588",63,"hd.1.1","Female","ft44","I"
53404,"csp_6_8",FALSE,"TACT1-1","59589",36,"hd.1.3","Male","ft41","N"
53406,"csp_7_8",FALSE,"TACT2-1","59589",71,"hd.1.3","Male","ft11","I"
53409,"csp_7_5",FALSE,"TACT2-1","59589",95,"hd.1","Male","ft11","I"
53410,"csp_2_2",FALSE,"TACT1-1","59589",52,"hd.3","Male","ft41","I"
53412,"csp_7_8",FALSE,"TACT2-1","59589",80,"hd.1.1","Female","ft12","I"
53413,"csp_4_8",FALSE,"TACT1-2","59590",57,"hd.1.7","Male","ft43","I"
53415,"csp_4_6",FALSE,"TACT1-1","59591",40,"hd.1.3","Male","ft41","I"
53416,"csp_3_8",FALSE,"TACT1-1","59591",46,"hd.1.9","Male","ft11","I"
53417,"csp_6_7",FALSE,"TACT1-1","59592",43,"hd.3","Male","ft11","I"
53418,"csp_4_2",FALSE,"TACT1-1","59592",52,"hd.1.8","Male","ft31","I"
53419,"csp_7_8",FALSE,"TACT2-1","59592",79,"hd.1.1","Male","ft44","I"
53420,"csp_5_4",FALSE,"TACT1-1","59592",25,"hd.1.4","Female","ft32","N"
53422,"csp_8_4",TRUE,"TACT2-2","59592",19,"hd.3","Male","ft44","I"
53425,"csp_5_6",FALSE,"TACT1-1","59594",53,"hd.1.3","Female","ft41","N"
53427,"csp_3_1",FALSE,"TACT1-1","59595",55,"hd.1.8","Female","ft41","I"
53428,"csp_3_3",FALSE,"TACT1-1","59595",43,"hd.1.8","Male","ft41","I"
53431,"csp_7_2",FALSE,"TACT2-1","59598",76,"hd.1.3","Male","ft44","I"
53433,"csp_3_7",FALSE,"TACT1-1","59598",38,"hd.1.8","Male","ft41","I"
53435,"csp_8_5",FALSE,"TACT2-5","59598",52,"hd.1.3","Female","ft32","I"
53436,"csp_3_7",FALSE,"TACT1-1","59598",48,"hd.1.7","Male","ft41","I"
53437,"csp_3_4",FALSE,"TACT1-1","59598",41,"hd.1.9","Female","ft41","I"
53438,"csp_7_7",FALSE,"TACT2-1","59598",83,"hd.1.2","Female","ft12","I"
53440,"csp_7_8",FALSE,"TACT2-1","59599",66,"hd.1.3","Male","ft44","I"
53442,"csp_5_6",FALSE,"TACT1-2","59599",38,"hd.3","Male","ft11","I"
53443,"csp_8_4",TRUE,"TACT2-2","59599",17,"hd.3","Male","ft43","I"
53444,"csp_8_6",FALSE,"TACT2-5","59599",63,"hd.3","Female","ft44","I"
53445,"csp_4_7",FALSE,"TACT1-1","59599",45,"hd.1.7","Female","ft41","N"
53452,"csp_7_7",FALSE,"TACT2-1","59599",92,"hd.1.1","Female","ft44","I"
53454,"csp_8_4",TRUE,"TACT2-2","59599",26,"hd.1.7","Female","ft31","I"
53458,"csp_7_5",FALSE,"TACT2-1","59599",67,"hd.1.4","Male","ft44","I"
53459,"csp_5_4",FALSE,"TACT1-1","59599",44,"hd.1.4","Female","ft43","N"
53462,"csp_7_8",FALSE,"TACT2-1","59599",75,"hd.1.2","Male","ft11","I"
53464,"csp_5_2",FALSE,"TACT1-2","59599",47,"hd.1.3","Female","ft12","N"
53466,"csp_8_5",FALSE,"TACT2-5","59599",41,"hd.3","Female","ft32","I"
53470,"csp_8_4",TRUE,"TACT2-2","59599",15,"hd.1.2","Female","ft41","I"
53476,"csp_7_8",FALSE,"TACT2-1","59599",97,"hd.3","Female","ft12","I"
53481,"csp_4_6",TRUE,"TACT1-2","59599",34,"hd.1.4","Female","ft42","I"
53482,"csp_8_4",TRUE,"TACT2-2","59599",18,"hd.1.2","Female","ft32","I"
53484,"csp_5_4",FALSE,"TACT1-1","59599",30,"hd.1.6","Female","ft41","N"
53487,"csp_3_7",FALSE,"TACT1-1","59599",34,"hd.1.8","Female","ft32","N"
53488,"csp_3_7",FALSE,"TACT1-1","59599",47,"hd.1.6","Female","ft32","I"
53489,"csp_8_5",FALSE,"TACT2-4","59599",25,"hd.1.2","Female","ft32","I"
53490,"csp_5_3",FALSE,"TACT1-1","59599",55,"hd.3","Female","ft41","N"
53491,"csp_8_4",TRUE,"TACT2-2","59599",21,"hd.1.4","Male","ft42","I"
53493,"csp_4_8",FALSE,"TACT1-1","59599",22,"hd.1.6","Male","ft42","I"
53498,"csp_7_8",FALSE,"TACT2-1","59599",88,"hd.1.1","Female","ft32","I"
53499,"csp_3_7",FALSE,"TACT1-1","59599",32,"hd.1.8","Male","ft41","I"
53503,"csp_7_8",FALSE,"TACT2-1","59599",70,"hd.1.1","Female","ft44","I"
53505,"csp_5_2",FALSE,"TACT1-1","59599",49,"hd.1.8","Female","ft41","N"
53506,"csp_4_2",FALSE,"TACT1-1","59599",67,"hd.1.6","Female","ft12","I"
53507,"csp_6_4",FALSE,"TACT1-1","59599",47,"hd.1.3","Male","ft42","I"
53511,"csp_3_7",FALSE,"TACT1-1","59599",39,"hd.1.4","Male","ft41","I"
53513,"csp_8_4",TRUE,"TACT2-2","59599",17,"hd.1.2","Female","ft41","I"
53514,"csp_8_5",TRUE,"TACT2-2","59599",16,"hd.3","Female","ft41","I"
53522,"csp_4_7",FALSE,"TACT1-1","59599",27,"hd.1.4","Male","ft42","I"
53523,"csp_8_5",FALSE,"TACT2-5","59599",41,"hd.1.5","Female","ft44","I"
53524,"csp_4_3",FALSE,"TACT1-1","59599",34,"hd.1.7","Female","ft41","I"
53526,"csp_5_6",FALSE,"TACT1-1","59599",37,"hd.1.6","Female","ft41","N"
53527,"csp_4_3",FALSE,"TACT1-1","59599",40,"hd.1.6","Female","ft41","N"
53528,"csp_7_5",FALSE,"TACT2-1","59599",84,"hd.1.4","Male","ft44","I"
53529,"csp_4_7",FALSE,"TACT1-2","59599",32,"hd.1.4","Male","ft32","I"
53531,"csp_3_8",FALSE,"TACT1-1","59599",30,"hd.1.8","Male","ft41","I"
53533,"csp_7_8",FALSE,"TACT2-1","59599",92,"hd.1.1","Female","ft12","I"
53535,"csp_8_4",TRUE,"TACT2-2","59599",26,"hd.1.7","Male","ft41","I"
53540,"csp_8_5",FALSE,"TACT2-4","59599",54,"hd.1.3","Female","ft12","I"
53544,"csp_4_2",FALSE,"TACT1-1","59599",44,"hd.1.7","Female","ft41","I"
53545,"csp_5_2",FALSE,"TACT1-1","59599",40,"hd.1.6","Male","ft41","I"
53546,"csp_4_6",FALSE,"TACT1-1","59599",37,"hd.1.5","Female","ft41","N"
53547,"csp_8_4",TRUE,"TACT2-2","59599",17,"hd.1.2","Female","ft41","I"
53549,"csp_3_1",FALSE,"TACT1-1","59599",37,"hd.1.8","Male","ft11","I"
53550,"csp_8_4",FALSE,"TACT2-2","59599",16,"hd.1.2","Female","ft32","N"
53551,"csp_4_6",FALSE,"TACT1-1","59599",44,"hd.1.6","Female","ft41","N"
53552,"csp_7_8",FALSE,"TACT2-1","59599",89,"hd.1","Male","ft20","I"
53556,"csp_4_7",FALSE,"TACT1-1","59599",38,"hd.1.4","Male","ft41","I"
53557,"csp_3_1",FALSE,"TACT1-1","59599",33,"hd.1.8","Female","ft12","I"
53558,"csp_4_3",FALSE,"TACT1-1","59599",33,"hd.1.4","Female","ft32","I"
53564,"csp_6_4",FALSE,"TACT1-1","59599",54,"hd.3","Female","ft41","N"
53567,"csp_5_2",FALSE,"TACT1-1","59599",46,"hd.1.5","Female","ft41","I"
53569,"csp_8_6",FALSE,"TACT2-4","59599",61,"hd.1","Female","ft44","I"
53570,"csp_4_7",FALSE,"TACT1-1","59599",44,"hd.1.7","Male","ft41","I"
53571,"csp_4_3",FALSE,"TACT1-1","59599",36,"hd.1.6","Female","ft32","I"
53573,"csp_5_4",FALSE,"TACT1-1","59599",56,"hd.1.4","Female","ft32","N"
53576,"csp_8_5",FALSE,"TACT2-5","59599",30,"hd.1.3","Female","ft44","I"
53583,"csp_4_3",FALSE,"TACT1-1","59599",25,"hd.1.7","Female","ft41","N"
53585,"csp_2_3",FALSE,"TACT1-1","59601",68,"hd.1.4","Female","ft32","I"
53586,"csp_8_4",TRUE,"TACT2-2","59601",20,"hd.1.2","Female","ft41","I"
53588,"csp_7_5",FALSE,"TACT2-1","59603",60,"hd.1.6","Female","ft42","I"
53591,"csp_4_3",FALSE,"TACT1-1","59603",54,"hd.1.3","Female","ft41","I"
53592,"csp_4_2",FALSE,"TACT1-1","59603",31,"hd.1.8","Female","ft41","I"
53595,"csp_7_7",FALSE,"TACT2-1","59606",65,"hd.1.3","Female","ft44","I"
53596,"csp_8_6",FALSE,"TACT2-4","59606",85,"hd.1.1","Female","ft12","I"
53597,"csp_8_1",TRUE,"TACT1-2","59606",21,"hd.1.4","Female","ft31","I"
53598,"csp_7_7",FALSE,"TACT2-1","59606",74,"hd.1.1","Male","ft44","I"
53599,"csp_6_7",FALSE,"TACT1-2","59606",61,"hd.2","Male","ft44","I"
53600,"csp_7_5",FALSE,"TACT2-1","59606",83,"hd.1","Female","ft44","I"
53605,"csp_4_8",FALSE,"TACT1-1","59606",42,"hd.1.3","Male","ft41","I"
53610,"csp_8_4",TRUE,"TACT2-2","59606",24,"hd.1.7","Female","ft12","I"
53611,"csp_7_7",FALSE,"TACT2-1","59606",87,"hd.3","Female","ft44","I"
53612,"csp_5_5",FALSE,"TACT1-1","59606",66,"hd.1.4","Female","ft41","I"
53614,"csp_5_2",FALSE,"TACT1-1","59606",64,"hd.1.4","Female","ft43","I"
53615,"csp_8_1",FALSE,"TACT1-2","59606",26,"hd.1.7","Male","ft41","I"
53616,"csp_7_7",FALSE,"TACT2-1","59606",65,"hd.1.3","Female","ft12","I"
53617,"csp_5_2",FALSE,"TACT1-1","59606",54,"hd.1.3","Female","ft32","I"
53618,"csp_6_8",FALSE,"TACT1-2","59606",46,"hd.1.3","Female","ft32","I"
53619,"csp_2_2",FALSE,"TACT1-1","59606",43,"hd.1","Female","ft32","I"
53622,"csp_6_7",FALSE,"TACT1-2","59606",44,"hd.3","Male","ft43","I"
53623,"csp_4_7",FALSE,"TACT1-1","59606",44,"hd.1.6","Male","ft41","I"
53624,"csp_7_8",FALSE,"TACT2-1","59606",65,"hd.2","Male","ft44","I"
53627,"csp_5_4",FALSE,"TACT1-2","59606",41,"hd.1.4","Female","ft42","I"
53628,"csp_6_7",FALSE,"TACT1-2","59606",49,"hd.1.6","Male","ft31","I"
53631,"csp_7_8",FALSE,"TACT2-1","59606",86,"hd.1","Male","ft44","I"
53632,"csp_6_8",FALSE,"TACT1-1","59606",50,"hd.1.3","Male","ft41","I"
53635,"csp_8_4",TRUE,"TACT2-2","59606",17,"hd.1.2","Female","ft32","I"
53638,"csp_7_7",FALSE,"TACT2-1","59606",80,"hd.1.1","Female","ft44","I"
53643,"csp_4_6",FALSE,"TACT1-1","59606",57,"hd.1.6","Male","ft42","I"
53644,"csp_8_5",TRUE,"TACT2-2","59606",15,"hd.3","Male","ft41","I"
53645,"csp_8_5",TRUE,"TACT2-2","59606",15,"hd.3","Male","ft41","I"
