pkey,Previous_occupation_42,previous_emp_type,retirement_age
40491,"csp_5_6","ec-1-6",65
40510,"csp_5_6","ec-1-5",60
40513,"csp_5_2","ec-1-6",60
40519,"csp_5_6","ec-1-6",60
40525,"csp_1_1","ec-2-2",54
40528,"csp_3_7","ec-1-6",58
40539,"csp_6_7","ec-1-6",60
40545,"csp_5_4","ec-1-6",60
40549,"csp_6_9","ec-1-6",60
40553,"csp_1_3","ec-2-2",58
40562,"csp_3_8","ec-1-6",58
40564,"csp_6_3","ec-1-6",60
40565,"csp_6_3","ec-1-6",59
40568,"csp_3_3","ec-1-6",65
40570,"csp_4_5","ec-1-6",65
40572,"csp_5_5","ec-1-6",56
40585,"csp_6_3","ec-1-5",57
40588,"csp_5_2","ec-1-6",58
40594,"csp_1_1","ec-2-1",56
40598,"csp_2_1","ec-2-2",57
40616,"csp_5_6","ec-1-6",60
40619,"csp_4_6","ec-1-6",60
40624,"csp_5_2","ec-1-5",64
40629,"csp_6_7","ec-1-6",60
40642,"csp_3_5","ec-2-1",60
40648,"csp_5_4","ec-1-6",60
40649,"csp_1_1","ec-2-1",60
40656,"csp_6_3","ec-1-6",60
40661,"csp_4_5","ec-1-6",60
40662,"csp_5_6","ec-1-5",60
40668,"csp_6_8","ec-1-6",60
40673,"csp_4_7","ec-1-6",59
40688,"csp_1_1","ec-2-1",65
40696,"csp_4_7","ec-1-6",58
40699,"csp_5_5","ec-1-6",65
40713,"csp_5_2","ec-1-6",60
40716,"csp_4_5","ec-1-6",60
40734,"csp_3_1","ec-2-2",60
40735,"csp_4_3","ec-2-1",63
40738,"csp_5_3","ec-1-6",60
40742,"csp_5_6","ec-1-6",60
40744,"csp_1_1","ec-2-1",60
40746,"csp_4_3","ec-1-6",60
40751,"csp_5_2","ec-1-6",60
40756,"csp_5_4","ec-1-6",60
40757,"csp_6_8","ec-1-6",60
40760,"csp_4_6","ec-1-6",60
40762,"csp_4_2","ec-2-1",57
40764,"csp_5_4","ec-1-6",58
40767,"csp_6_5","ec-1-6",61
40777,"csp_1_3","ec-2-2",65
40800,"csp_4_7","ec-1-6",60
40805,"csp_4_7","ec-1-5",58
40808,"csp_1_1","ec-2-1",65
40820,"csp_5_2","ec-1-6",65
40821,"csp_6_3","ec-1-6",59
40823,"csp_1_1","ec-2-1",65
40829,"csp_6_8","ec-1-6",65
40843,"csp_4_5","ec-1-6",60
40848,"csp_4_7","ec-1-6",54
40861,"csp_6_3","ec-1-2",65
40868,"csp_5_4","ec-1-6",62
40871,"csp_3_4","ec-1-6",60
40873,"csp_3_8","ec-1-5",63
40879,"csp_5_3","ec-1-6",58
40884,"csp_6_5","ec-1-6",58
40896,"csp_5_4","ec-1-6",59
40899,"csp_4_7","ec-1-6",65
40902,"csp_4_8","ec-1-6",60
40907,"csp_4_7","ec-1-6",61
40911,"csp_5_4","ec-1-6",56
40933,"csp_5_5","ec-1-6",65
40938,"csp_6_7","ec-1-6",60
40941,"csp_3_7","ec-1-6",65
40954,"csp_6_2","ec-1-6",60
40959,"csp_2_2","ec-2-1",49
40967,"csp_6_7","ec-1-5",60
40970,"csp_5_6","ec-1-6",60
40972,"csp_5_2","ec-1-6",60
40977,"csp_6_3","ec-1-6",61
40992,"csp_4_6","ec-1-6",60
40995,"csp_6_7","ec-1-6",60
41036,"csp_6_4","ec-1-5",57
41038,"csp_6_2","ec-1-6",56
41039,"csp_1_1","ec-2-1",60
41040,"csp_1_1","ec-2-1",61
41048,"csp_4_6","ec-1-5",60
41050,"csp_3_8","ec-1-6",59
41064,"csp_3_4","ec-1-6",55
41066,"csp_4_8","ec-1-6",60
41075,"csp_4_3","ec-1-6",60
41076,"csp_3_7","ec-1-6",58
41089,"csp_5_2","ec-1-6",60
41096,"csp_3_7","ec-1-6",62
41099,"csp_6_4","ec-1-6",60
41121,"csp_6_8","ec-1-6",65
41126,"csp_2_3","ec-2-2",60
41127,"csp_6_7","ec-1-6",64
41129,"csp_5_6","ec-1-6",62
41133,"csp_5_4","ec-1-6",60
41144,"csp_6_8","ec-1-6",60
41149,"csp_4_6","ec-1-6",63
41154,"csp_6_3","ec-1-6",61
41157,"csp_4_7","ec-1-6",60
41159,"csp_1_1","ec-2-1",64
41168,"csp_5_6","ec-1-2",65
41170,"csp_6_8","ec-1-6",65
41175,"csp_1_3","ec-2-2",60
41185,"csp_5_4","ec-1-6",65
41186,"csp_4_8","ec-1-6",58
41198,"csp_6_2","ec-1-6",61
41203,"csp_5_2","ec-1-5",65
41209,"csp_4_7","ec-1-6",57
41215,"csp_5_6","ec-1-5",60
41222,"csp_3_3","ec-1-6",60
41230,"csp_2_2","ec-2-2",55
41235,"csp_1_3","ec-2-2",65
41236,"csp_5_2","ec-1-5",58
41241,"csp_5_2","ec-1-6",55
41255,"csp_3_7","ec-1-6",60
41258,"csp_6_7","ec-1-6",65
41259,"csp_2_2","ec-2-2",59
41264,"csp_5_2","ec-1-6",66
41276,"csp_1_1","ec-2-1",65
41288,"csp_6_3","ec-1-6",65
41292,"csp_6_3","ec-1-6",60
41308,"csp_5_6","ec-1-6",62
41313,"csp_1_1","ec-2-1",60
41317,"csp_4_8","ec-1-6",60
41331,"csp_6_7","ec-1-6",60
41354,"csp_5_5","ec-1-6",60
41357,"csp_3_4","ec-1-6",56
41366,"csp_1_3","ec-2-2",60
41371,"csp_3_1","ec-2-1",60
41378,"csp_5_2","ec-1-6",60
41379,"csp_6_4","ec-1-6",60
41382,"csp_1_1","ec-2-1",60
41384,"csp_5_2","ec-1-6",65
41390,"csp_5_5","ec-1-6",60
41392,"csp_5_3","ec-1-6",56
41397,"csp_4_3","ec-1-3",60
41402,"csp_3_7","ec-1-6",60
41405,"csp_5_6","ec-1-5",65
41418,"csp_5_2","ec-1-6",65
41429,"csp_4_7","ec-1-6",57
41445,"csp_5_3","ec-1-6",60
41452,"csp_4_8","ec-1-6",62
41456,"csp_4_5","ec-1-6",60
41463,"csp_2_3","ec-2-2",65
41465,"csp_5_6","ec-1-5",60
41481,"csp_6_3","ec-1-6",60
41491,"csp_2_1","ec-2-1",64
41500,"csp_4_6","ec-1-6",65
41502,"csp_3_4","ec-1-6",60
41508,"csp_5_2","ec-1-6",60
41513,"csp_4_6","ec-1-6",57
41523,"csp_6_5","ec-1-6",60
41525,"csp_2_2","ec-2-1",56
41543,"csp_1_3","ec-2-2",56
41546,"csp_1_1","ec-2-1",61
41549,"csp_6_7","ec-1-5",60
41552,"csp_2_1","ec-2-2",60
41553,"csp_2_1","ec-2-1",62
41555,"csp_5_2","ec-1-5",59
41562,"csp_6_8","ec-1-6",60
41563,"csp_5_2","ec-1-6",57
41569,"csp_3_7","ec-1-6",64
41573,"csp_5_2","ec-1-5",60
41578,"csp_3_7","ec-1-6",60
41583,"csp_5_4","ec-1-6",64
41591,"csp_4_6","ec-1-6",60
41595,"csp_3_8","ec-1-6",60
41605,"csp_6_5","ec-1-6",62
41607,"csp_1_3","ec-2-2",65
41611,"csp_3_8","ec-1-6",62
41613,"csp_6_3","ec-1-6",59
41615,"csp_5_6","ec-1-6",60
41617,"csp_5_2","ec-1-6",64
41619,"csp_5_4","ec-1-6",65
41629,"csp_5_6","ec-1-6",60
41633,"csp_2_1","ec-2-1",60
41635,"csp_5_4","ec-1-6",60
41645,"csp_2_1","ec-2-2",60
41647,"csp_4_6","ec-1-6",65
41651,"csp_5_6","ec-1-6",65
41663,"csp_5_2","ec-1-5",65
41671,"csp_5_2","ec-1-6",63
41672,"csp_6_3","ec-1-6",60
41681,"csp_6_5","ec-1-6",60
41683,"csp_3_8","ec-1-6",57
41696,"csp_3_7","ec-1-6",57
41697,"csp_5_2","ec-1-6",60
41701,"csp_5_2","ec-1-6",60
41704,"csp_1_1","ec-2-1",59
41707,"csp_4_8","ec-1-6",60
41708,"csp_5_2","ec-1-6",60
41709,"csp_5_6","ec-1-6",60
41715,"csp_6_2","ec-1-6",63
41728,"csp_2_1","ec-2-2",60
41744,"csp_6_3","ec-1-5",60
41747,"csp_5_2","ec-1-6",63
41751,"csp_3_4","ec-1-6",57
41753,"csp_6_3","ec-1-5",60
41755,"csp_4_6","ec-1-6",60
41759,"csp_5_5","ec-1-6",60
41761,"csp_5_4","ec-1-6",65
41762,"csp_6_8","ec-1-3",60
41775,"csp_4_6","ec-1-6",66
41784,"csp_5_5","ec-1-6",65
41786,"csp_5_6","ec-1-5",52
41802,"csp_5_2","ec-1-6",60
41810,"csp_6_3","ec-1-6",60
41817,"csp_6_4","ec-1-6",57
41835,"csp_4_6","ec-1-6",54
41847,"csp_4_7","ec-1-6",65
41851,"csp_1_1","ec-2-1",60
41868,"csp_6_4","ec-1-6",60
41887,"csp_6_7","ec-1-6",60
41888,"csp_3_7","ec-1-6",59
41891,"csp_6_3","ec-1-6",54
41892,"csp_1_3","ec-2-2",60
41918,"csp_2_1","ec-2-2",57
41924,"csp_6_5","ec-1-6",59
41927,"csp_4_6","ec-1-6",60
41928,"csp_5_2","ec-1-6",62
41929,"csp_5_6","ec-1-6",55
41931,"csp_2_2","ec-2-1",60
41934,"csp_4_8","ec-1-6",52
41946,"csp_6_7","ec-1-6",65
41950,"csp_5_2","ec-1-6",60
41955,"csp_6_8","ec-1-6",63
41960,"csp_5_6","ec-1-6",60
41977,"csp_6_9","ec-1-6",60
41983,"csp_2_2","ec-2-1",61
41986,"csp_6_3","ec-1-6",58
41992,"csp_5_4","ec-1-6",61
42000,"csp_6_5","ec-1-6",60
42001,"csp_6_7","ec-1-6",60
42017,"csp_3_4","ec-1-5",62
42051,"csp_3_5","ec-1-6",60
42054,"csp_5_2","ec-1-6",57
42061,"csp_5_5","ec-1-6",57
42063,"csp_5_5","ec-1-6",63
42083,"csp_6_4","ec-1-6",57
42087,"csp_5_5","ec-1-6",60
42093,"csp_4_3","ec-1-6",65
42095,"csp_6_9","ec-1-6",62
42102,"csp_5_4","ec-1-6",60
42105,"csp_4_7","ec-1-6",56
42110,"csp_5_4","ec-1-6",57
42119,"csp_6_8","ec-1-6",60
42142,"csp_4_3","ec-1-6",62
42148,"csp_5_6","ec-1-6",60
42164,"csp_3_7","ec-1-6",60
42167,"csp_5_3","ec-1-6",60
42189,"csp_4_7","ec-1-6",60
42193,"csp_4_8","ec-1-6",56
42195,"csp_6_7","ec-1-5",56
42234,"csp_1_1","ec-2-1",56
42240,"csp_6_9","ec-1-6",63
42246,"csp_6_3","ec-1-6",59
42252,"csp_5_2","ec-1-6",60
42257,"csp_5_2","ec-1-6",53
42259,"csp_4_7","ec-1-6",60
42260,"csp_6_8","ec-1-6",60
42261,"csp_4_8","ec-1-6",60
42264,"csp_5_5","ec-1-6",60
42266,"csp_4_3","ec-2-1",60
42267,"csp_4_7","ec-1-6",60
42271,"csp_6_7","ec-1-6",60
42286,"csp_5_5","ec-1-6",57
42289,"csp_5_2","ec-1-6",65
42296,"csp_3_3","ec-1-5",60
42298,"csp_4_3","ec-1-6",60
42323,"csp_2_1","ec-2-2",61
42325,"csp_5_6","ec-1-6",60
42342,"csp_1_1","ec-2-1",65
42348,"csp_3_7","ec-1-6",64
42352,"csp_2_1","ec-2-1",60
42357,"csp_5_4","ec-1-6",60
42359,"csp_5_5","ec-1-6",60
42365,"csp_3_7","ec-1-6",57
42376,"csp_5_3","ec-1-6",60
42384,"csp_1_3","ec-2-2",57
42386,"csp_2_1","ec-2-1",60
42390,"csp_5_2","ec-1-6",60
42395,"csp_6_3","ec-1-6",56
42400,"csp_5_6","ec-1-6",56
42403,"csp_5_2","ec-1-6",60
42404,"csp_1_1","ec-2-1",56
42411,"csp_2_1","ec-2-1",60
42423,"csp_3_8","ec-1-6",63
42439,"csp_5_4","ec-1-6",60
42445,"csp_4_2","ec-1-5",65
42447,"csp_5_4","ec-1-6",64
42449,"csp_6_2","ec-1-6",60
42461,"csp_4_7","ec-1-6",60
42463,"csp_4_7","ec-1-6",56
42464,"csp_6_8","ec-1-6",64
42475,"csp_6_3","ec-1-6",56
42481,"csp_6_7","ec-1-6",60
42491,"csp_4_3","ec-1-6",63
42496,"csp_6_2","ec-1-6",60
42506,"csp_2_2","ec-2-2",60
42509,"csp_1_1","ec-2-1",60
42524,"csp_6_2","ec-1-6",57
42534,"csp_5_5","ec-1-6",60
42540,"csp_5_4","ec-1-6",60
42548,"csp_6_7","ec-1-6",62
42550,"csp_5_2","ec-1-6",60
42572,"csp_1_1","ec-2-1",61
42580,"csp_1_1","ec-2-1",55
42581,"csp_6_7","ec-1-6",60
42582,"csp_6_4","ec-1-6",59
42588,"csp_1_1","ec-2-1",60
42596,"csp_3_8","ec-1-6",60
42622,"csp_6_8","ec-1-6",57
42625,"csp_5_6","ec-1-6",60
42629,"csp_5_4","ec-1-6",60
42642,"csp_4_8","ec-1-5",60
42644,"csp_1_2","ec-2-1",65
42648,"csp_5_2","ec-1-6",60
42652,"csp_6_4","ec-1-6",64
42657,"csp_5_2","ec-1-6",60
42658,"csp_4_6","ec-1-6",65
42659,"csp_6_7","ec-1-6",56
42662,"csp_6_5","ec-1-6",60
42663,"csp_5_4","ec-1-5",60
42668,"csp_2_2","ec-2-1",62
42679,"csp_5_4","ec-1-6",64
42688,"csp_4_8","ec-1-6",58
42694,"csp_6_9","ec-1-6",60
42701,"csp_1_1","ec-2-2",60
42704,"csp_4_6","ec-1-6",60
42705,"csp_6_2","ec-1-2",65
42706,"csp_6_2","ec-1-6",60
42708,"csp_6_7","ec-1-6",60
42710,"csp_5_2","ec-1-6",60
42711,"csp_4_3","ec-2-1",65
42712,"csp_1_3","ec-2-2",63
42713,"csp_6_4","ec-1-5",60
42714,"csp_3_8","ec-1-6",64
42734,"csp_5_6","ec-1-6",62
42739,"csp_6_5","ec-1-6",60
42743,"csp_5_2","ec-1-6",60
42746,"csp_6_4","ec-1-6",56
42752,"csp_6_3","ec-1-6",60
42761,"csp_3_1","ec-2-2",65
42766,"csp_6_2","ec-1-6",60
42788,"csp_4_3","ec-1-5",60
42791,"csp_4_3","ec-1-6",60
42806,"csp_6_2","ec-1-6",60
42813,"csp_4_6","ec-1-6",63
42817,"csp_6_7","ec-1-6",62
42818,"csp_6_4","ec-1-6",63
42820,"csp_4_8","ec-1-6",60
42830,"csp_4_6","ec-1-5",62
42831,"csp_5_4","ec-1-6",60
42837,"csp_1_1","ec-2-1",65
42841,"csp_6_5","ec-1-6",51
42853,"csp_3_7","ec-1-6",60
42862,"csp_6_9","ec-1-6",60
42863,"csp_6_4","ec-1-6",60
42865,"csp_2_1","ec-2-1",65
42871,"csp_6_8","ec-1-6",60
42872,"csp_5_5","ec-1-6",60
42874,"csp_1_1","ec-2-1",61
42883,"csp_3_4","ec-1-6",60
42887,"csp_5_5","ec-1-6",64
42896,"csp_6_7","ec-1-6",60
42909,"csp_5_4","ec-1-6",60
42925,"csp_4_8","ec-1-6",58
42937,"csp_4_6","ec-1-6",60
42958,"csp_4_2","ec-1-6",58
42963,"csp_1_2","ec-2-2",58
42965,"csp_6_9","ec-1-6",60
42968,"csp_6_4","ec-1-6",60
42993,"csp_5_6","ec-1-6",63
42997,"csp_3_4","ec-1-5",60
42998,"csp_6_5","ec-1-6",58
42999,"csp_6_7","ec-1-6",60
43031,"csp_4_5","ec-1-6",56
43038,"csp_4_2","ec-1-6",60
43039,"csp_3_7","ec-1-6",56
43040,"csp_5_4","ec-1-6",61
43041,"csp_3_4","ec-1-6",65
43054,"csp_6_8","ec-1-6",54
43056,"csp_5_6","ec-1-6",60
43063,"csp_3_7","ec-1-6",65
43085,"csp_3_3","ec-1-6",60
43100,"csp_6_3","ec-1-6",60
43106,"csp_3_8","ec-1-6",60
43108,"csp_5_5","ec-1-6",65
43109,"csp_6_2","ec-1-6",59
43110,"csp_5_2","ec-1-6",55
43111,"csp_4_8","ec-1-6",60
43115,"csp_6_3","ec-1-6",63
43116,"csp_5_2","ec-1-2",60
43123,"csp_5_2","ec-1-6",62
43124,"csp_4_3","ec-1-6",62
43133,"csp_1_1","ec-2-1",60
43137,"csp_6_9","ec-1-6",60
43138,"csp_4_6","ec-1-6",64
43143,"csp_6_5","ec-1-6",55
43148,"csp_1_1","ec-2-1",61
43149,"csp_6_7","ec-1-6",59
43153,"csp_4_7","ec-1-6",60
43165,"csp_3_8","ec-1-6",60
43168,"csp_6_5","ec-1-6",60
43172,"csp_6_4","ec-1-6",63
43181,"csp_6_3","ec-1-6",63
43187,"csp_4_7","ec-1-6",61
43205,"csp_4_6","ec-1-6",60
43206,"csp_5_6","ec-1-5",60
43216,"csp_1_1","ec-2-1",60
43234,"csp_5_4","ec-1-6",60
43244,"csp_2_1","ec-2-2",65
43246,"csp_4_6","ec-1-6",60
43259,"csp_1_3","ec-2-2",60
43261,"csp_5_6","ec-1-6",65
43262,"csp_3_7","ec-1-6",60
43278,"csp_6_8","ec-1-6",60
43284,"csp_4_8","ec-1-6",56
43285,"csp_4_6","ec-1-6",60
43286,"csp_4_3","ec-1-6",60
43295,"csp_6_3","ec-1-5",60
43301,"csp_5_5","ec-1-6",54
43305,"csp_2_2","ec-2-2",60
43319,"csp_3_4","ec-1-6",65
43332,"csp_6_8","ec-1-6",62
43339,"csp_4_3","ec-1-6",60
43352,"csp_5_6","ec-1-6",65
43363,"csp_4_3","ec-1-6",60
43366,"csp_4_7","ec-1-6",60
43374,"csp_6_8","ec-1-3",60
43378,"csp_6_7","ec-1-2",60
43381,"csp_5_2","ec-1-6",58
43387,"csp_6_9","ec-1-6",65
43396,"csp_3_7","ec-1-6",54
43401,"csp_6_7","ec-1-6",60
43402,"csp_5_2","ec-1-6",65
43404,"csp_5_4","ec-1-6",55
43405,"csp_5_2","ec-1-6",60
43406,"csp_1_1","ec-2-1",60
43411,"csp_6_8","ec-1-6",60
43417,"csp_6_7","ec-1-3",65
43421,"csp_4_2","ec-1-6",60
43422,"csp_2_2","ec-2-2",60
43424,"csp_6_7","ec-1-6",60
43427,"csp_4_3","ec-1-6",60
43435,"csp_5_6","ec-1-6",65
43437,"csp_4_5","ec-1-6",67
43438,"csp_5_6","ec-1-6",60
43450,"csp_1_1","ec-2-1",60
43453,"csp_6_3","ec-1-6",59
43486,"csp_5_5","ec-1-6",62
43502,"csp_4_3","ec-2-1",60
43510,"csp_4_6","ec-1-6",62
43525,"csp_4_8","ec-1-6",57
43529,"csp_6_3","ec-1-6",61
43532,"csp_4_6","ec-1-6",61
43540,"csp_2_1","ec-2-2",54
43547,"csp_6_2","ec-1-6",57
43549,"csp_2_1","ec-2-1",60
43553,"csp_1_1","ec-2-1",59
43558,"csp_3_1","ec-2-1",60
43559,"csp_2_3","ec-2-2",60
43564,"csp_5_2","ec-1-6",60
43569,"csp_3_7","ec-1-6",65
43570,"csp_5_2","ec-1-6",60
43586,"csp_6_2","ec-1-6",56
43595,"csp_5_3","ec-1-6",62
43598,"csp_6_2","ec-1-6",60
43599,"csp_6_7","ec-1-6",65
43607,"csp_2_2","ec-2-1",62
43608,"csp_6_3","ec-1-6",58
43616,"csp_4_6","ec-1-6",60
43620,"csp_5_2","ec-1-6",63
43629,"csp_5_6","ec-1-6",63
43635,"csp_1_1","ec-2-2",60
43637,"csp_1_1","ec-2-1",60
43645,"csp_4_5","ec-1-6",62
43648,"csp_6_4","ec-1-6",60
43655,"csp_5_6","ec-1-6",56
43656,"csp_6_5","ec-1-6",53
43658,"csp_5_6","ec-1-6",60
43668,"csp_6_9","ec-1-5",60
43669,"csp_4_7","ec-1-2",60
43691,"csp_6_7","ec-1-6",60
43696,"csp_2_1","ec-2-2",55
43703,"csp_3_7","ec-1-6",59
43709,"csp_1_1","ec-2-1",60
43713,"csp_4_6","ec-2-1",60
43718,"csp_6_7","ec-1-6",60
43723,"csp_4_3","ec-1-6",60
43734,"csp_6_2","ec-1-6",63
43743,"csp_4_8","ec-1-6",65
43744,"csp_4_6","ec-1-6",60
43759,"csp_4_2","ec-1-6",60
43760,"csp_4_5","ec-1-6",55
43764,"csp_4_6","ec-1-6",60
43769,"csp_6_3","ec-1-6",59
43770,"csp_3_7","ec-1-6",61
43771,"csp_6_5","ec-1-6",63
43774,"csp_5_5","ec-1-6",60
43777,"csp_5_2","ec-1-5",60
43780,"csp_1_1","ec-2-1",60
43792,"csp_3_1","ec-2-1",61
43794,"csp_5_2","ec-1-6",56
43798,"csp_5_6","ec-1-6",60
43809,"csp_5_6","ec-1-6",55
43811,"csp_5_4","ec-1-6",57
43814,"csp_2_1","ec-2-1",60
43819,"csp_5_2","ec-1-6",56
43822,"csp_5_6","ec-1-6",65
43823,"csp_5_2","ec-1-6",65
43851,"csp_6_7","ec-1-6",57
43852,"csp_6_2","ec-1-6",57
43862,"csp_4_7","ec-1-6",60
43870,"csp_4_6","ec-1-6",63
43878,"csp_4_3","ec-1-6",65
43879,"csp_5_6","ec-1-6",65
43884,"csp_6_3","ec-1-6",60
43890,"csp_4_7","ec-1-6",57
43898,"csp_5_6","ec-1-5",60
43904,"csp_1_2","ec-2-1",60
43906,"csp_6_7","ec-1-5",60
43909,"csp_6_2","ec-1-6",57
43915,"csp_4_3","ec-1-6",60
43919,"csp_2_1","ec-2-2",60
43928,"csp_5_2","ec-1-6",55
43931,"csp_3_7","ec-1-6",60
43938,"csp_5_2","ec-1-6",56
43946,"csp_6_3","ec-1-6",54
43956,"csp_4_6","ec-1-6",65
43957,"csp_3_5","ec-1-6",60
43965,"csp_6_3","ec-1-6",56
43973,"csp_4_2","ec-1-6",60
43980,"csp_5_4","ec-1-6",65
43983,"csp_3_4","ec-1-6",62
43989,"csp_6_2","ec-1-6",62
43994,"csp_4_8","ec-1-6",60
43997,"csp_5_2","ec-1-6",60
44000,"csp_5_6","ec-1-6",60
44004,"csp_6_8","ec-1-6",55
44044,"csp_6_8","ec-1-6",56
44057,"csp_6_8","ec-1-6",58
44061,"csp_5_4","ec-1-6",60
44063,"csp_5_2","ec-1-6",59
44065,"csp_4_2","ec-1-6",60
44066,"csp_5_2","ec-1-6",55
44071,"csp_4_8","ec-1-6",60
44072,"csp_3_1","ec-2-1",57
44075,"csp_6_2","ec-1-6",60
44088,"csp_3_7","ec-1-6",57
44091,"csp_5_4","ec-1-6",52
44110,"csp_1_1","ec-2-1",55
44116,"csp_5_2","ec-1-6",56
44119,"csp_6_3","ec-1-6",57
44120,"csp_4_6","ec-1-6",65
44126,"csp_6_7","ec-1-6",64
44129,"csp_4_2","ec-1-6",59
44136,"csp_2_2","ec-2-1",56
44144,"csp_6_2","ec-1-6",54
44148,"csp_6_7","ec-1-6",60
44149,"csp_6_3","ec-1-6",60
44156,"csp_5_2","ec-1-6",60
44164,"csp_5_2","ec-1-6",65
44166,"csp_5_2","ec-1-6",60
44174,"csp_5_4","ec-1-6",60
44183,"csp_2_3","ec-2-2",61
44191,"csp_4_3","ec-1-6",63
44197,"csp_6_9","ec-1-6",65
44214,"csp_5_4","ec-1-6",60
44221,"csp_6_5","ec-1-6",54
44222,"csp_5_6","ec-1-6",58
44224,"csp_2_1","ec-2-2",62
44252,"csp_6_4","ec-1-6",56
44259,"csp_6_4","ec-1-6",60
44274,"csp_6_3","ec-1-6",63
44276,"csp_6_2","ec-1-6",60
44282,"csp_4_5","ec-1-6",60
44283,"csp_5_5","ec-1-6",60
44291,"csp_4_8","ec-1-6",60
44293,"csp_5_2","ec-1-6",63
44297,"csp_6_7","ec-1-6",64
44300,"csp_4_6","ec-1-6",56
44303,"csp_6_7","ec-1-6",57
44306,"csp_4_6","ec-1-6",59
44312,"csp_4_5","ec-1-6",58
44315,"csp_4_6","ec-1-5",60
44332,"csp_2_2","ec-2-1",60
44348,"csp_2_1","ec-2-1",60
44356,"csp_5_4","ec-1-6",65
44360,"csp_4_3","ec-1-6",60
44361,"csp_6_2","ec-1-6",60
44366,"csp_6_3","ec-1-6",64
44371,"csp_6_3","ec-1-6",65
44374,"csp_1_1","ec-2-1",63
44375,"csp_4_3","ec-1-6",61
44379,"csp_6_3","ec-1-6",59
44381,"csp_6_5","ec-1-6",65
44382,"csp_3_4","ec-1-6",60
44385,"csp_6_8","ec-1-6",60
44393,"csp_6_7","ec-1-6",58
44396,"csp_4_3","ec-1-6",65
44407,"csp_3_7","ec-1-6",56
44419,"csp_4_5","ec-1-5",64
44420,"csp_5_2","ec-1-6",59
44423,"csp_4_7","ec-1-5",65
44432,"csp_6_5","ec-1-6",64
44433,"csp_1_1","ec-2-1",60
44434,"csp_6_7","ec-1-6",61
44437,"csp_4_6","ec-1-6",56
44438,"csp_4_3","ec-1-6",65
44439,"csp_5_5","ec-1-5",55
44442,"csp_1_1","ec-2-1",58
44446,"csp_4_5","ec-1-6",60
44450,"csp_1_1","ec-2-2",60
44460,"csp_6_8","ec-1-6",61
44470,"csp_5_2","ec-1-6",60
44473,"csp_6_3","ec-1-6",62
44478,"csp_5_2","ec-1-6",60
44485,"csp_5_3","ec-1-6",65
44493,"csp_6_7","ec-1-2",60
44495,"csp_4_5","ec-1-6",60
44517,"csp_5_2","ec-1-6",60
44519,"csp_5_6","ec-1-6",54
44522,"csp_4_7","ec-1-6",60
44525,"csp_5_3","ec-1-6",60
44530,"csp_5_5","ec-1-6",60
44535,"csp_4_7","ec-1-6",58
44542,"csp_6_5","ec-1-6",60
44557,"csp_6_8","ec-1-6",62
44566,"csp_4_7","ec-1-6",54
44571,"csp_5_6","ec-1-6",60
44579,"csp_6_7","ec-1-6",57
44611,"csp_5_2","ec-1-6",60
44618,"csp_2_2","ec-2-2",60
44639,"csp_6_4","ec-1-6",60
44640,"csp_2_1","ec-2-1",60
44646,"csp_5_2","ec-1-5",60
44649,"csp_4_7","ec-1-6",62
44650,"csp_3_8","ec-1-6",56
44654,"csp_5_5","ec-1-6",65
44655,"csp_5_6","ec-1-5",65
44656,"csp_6_8","ec-1-6",66
44659,"csp_6_7","ec-1-6",62
44672,"csp_6_2","ec-1-6",56
44674,"csp_4_5","ec-1-6",58
44685,"csp_5_2","ec-1-6",60
44713,"csp_5_6","ec-1-6",60
44722,"csp_4_8","ec-1-6",64
44729,"csp_5_5","ec-1-5",55
44741,"csp_5_2","ec-1-6",64
44744,"csp_4_8","ec-1-6",62
44762,"csp_5_2","ec-1-6",63
44766,"csp_6_5","ec-1-6",60
44773,"csp_5_5","ec-1-6",60
44783,"csp_2_1","ec-2-1",56
44788,"csp_5_2","ec-1-5",60
44790,"csp_3_7","ec-1-6",60
44799,"csp_1_1","ec-2-1",57
44804,"csp_5_4","ec-1-6",59
44811,"csp_3_8","ec-1-6",60
44816,"csp_5_6","ec-1-6",60
44820,"csp_6_8","ec-1-6",60
44824,"csp_5_4","ec-1-6",60
44828,"csp_6_3","ec-1-6",64
44831,"csp_5_2","ec-1-6",60
44835,"csp_1_3","ec-2-2",60
44846,"csp_5_4","ec-1-6",63
44858,"csp_6_2","ec-1-6",60
44861,"csp_4_6","ec-1-6",65
44862,"csp_1_1","ec-2-1",65
44867,"csp_5_4","ec-1-6",60
44877,"csp_6_8","ec-1-2",63
44901,"csp_5_6","ec-1-6",55
44903,"csp_3_3","ec-1-6",65
44904,"csp_3_1","ec-2-1",51
44916,"csp_2_3","ec-2-2",62
44917,"csp_6_7","ec-1-5",62
44920,"csp_1_1","ec-2-1",62
44921,"csp_6_8","ec-1-6",60
44925,"csp_5_6","ec-1-6",60
44928,"csp_4_5","ec-1-6",61
44938,"csp_6_7","ec-1-6",60
44949,"csp_4_2","ec-1-6",63
44950,"csp_5_6","ec-1-6",62
44955,"csp_2_1","ec-2-1",61
44983,"csp_5_4","ec-1-6",60
44991,"csp_4_3","ec-1-6",60
45002,"csp_6_8","ec-1-6",60
45004,"csp_5_2","ec-1-5",60
45013,"csp_2_2","ec-2-2",62
45016,"csp_5_2","ec-1-5",60
45019,"csp_6_8","ec-1-6",60
45020,"csp_5_2","ec-1-6",60
