pkey,SPORTS
37819,"CLUB101"
37823,"CLUB245"
37842,"CLUB115"
37856,"CLUB117"
37862,"CLUB602"
37873,"CLUB102"
37876,"CLUB111"
37896,"CLUB105"
37898,"CLUB107"
37904,"CLUB220"
37907,"CLUB101"
37917,"CLUB123"
37926,"CLUB113"
37933,"CLUB105"
37940,"CLUB103"
37945,"CLUB602"
37959,"CLUB135"
37976,"CLUB105"
37986,"CLUB602"
38027,"CLUB245"
38028,"CLUB128"
38036,"CLUB105"
38041,"CLUB132"
38050,"CLUB403"
38059,"CLUB124"
38061,"CLUB108"
38063,"CLUB103"
38068,"CLUB111"
38071,"CLUB132"
38101,"CLUB124"
38112,"CLUB602"
38115,"CLUB403"
38128,"CLUB403"
38139,"CLUB105"
38149,"CLUB115"
38161,"CLUB111"
38202,"CLUB403"
38213,"CLUB111"
38231,"CLUB105"
38239,"CLUB111"
38250,"CLUB115"
38256,"CLUB111"
38259,"CLUB111"
38279,"CLUB132"
38280,"CLUB109"
38289,"CLUB106"
38297,"CLUB413"
38340,"CLUB604"
38355,"CLUB119"
38359,"CLUB119"
38396,"CLUB402"
38420,"CLUB413"
38443,"CLUB245"
38463,"CLUB602"
38464,"CLUB243"
38471,"CLUB111"
38492,"CLUB105"
38498,"CLUB266"
38503,"CLUB402"
38514,"CLUB413"
38535,"CLUB413"
38569,"CLUB602"
38584,"CLUB245"
38592,"CLUB402"
38620,"CLUB404"
38638,"CLUB117"
38641,"CLUB115"
38653,"CLUB602"
38667,"CLUB111"
38668,"CLUB201"
38674,"CLUB132"
38686,"CLUB404"
38701,"CLUB413"
38706,"CLUB132"
38717,"CLUB402"
38728,"CLUB111"
38732,"CLUB111"
38733,"CLUB123"
38738,"CLUB601"
38757,"CLUB132"
38808,"CLUB103"
38838,"CLUB119"
38852,"CLUB218"
38854,"CLUB123"
38878,"CLUB604"
38891,"CLUB602"
38893,"CLUB123"
38920,"CLUB132"
38924,"CLUB101"
38947,"CLUB111"
38951,"CLUB123"
38964,"CLUB132"
38994,"CLUB124"
39004,"CLUB119"
39006,"CLUB132"
39019,"CLUB109"
39038,"CLUB402"
39051,"CLUB413"
39060,"CLUB413"
39081,"CLUB101"
39097,"CLUB115"
39119,"CLUB242"
39139,"CLUB125"
39148,"CLUB242"
39150,"CLUB105"
39167,"CLUB602"
39177,"CLUB111"
39179,"CLUB101"
39180,"CLUB123"
39182,"CLUB103"
39206,"CLUB111"
39217,"CLUB128"
39218,"CLUB111"
39229,"CLUB212"
39237,"CLUB128"
39244,"CLUB124"
39247,"CLUB123"
39264,"CLUB109"
39282,"CLUB103"
39286,"CLUB132"
39293,"CLUB103"
39297,"CLUB405"
39306,"CLUB123"
39311,"CLUB111"
39318,"CLUB132"
39320,"CLUB105"
39325,"CLUB245"
39345,"CLUB601"
39346,"CLUB403"
39352,"CLUB111"
39362,"CLUB109"
39365,"CLUB245"
39368,"CLUB221"
39381,"CLUB403"
39391,"CLUB111"
39399,"CLUB403"
39410,"CLUB604"
39411,"CLUB123"
39421,"CLUB103"
39426,"CLUB403"
39457,"CLUB403"
39482,"CLUB601"
39485,"CLUB124"
39489,"CLUB107"
39499,"CLUB503"
39514,"CLUB108"
39530,"CLUB105"
39534,"CLUB413"
39563,"CLUB105"
39569,"CLUB103"
39587,"CLUB413"
39594,"CLUB245"
39598,"CLUB125"
39610,"CLUB403"
39614,"CLUB123"
39615,"CLUB413"
39616,"CLUB254"
39624,"CLUB102"
39636,"CLUB119"
39654,"CLUB109"
39658,"CLUB106"
39661,"CLUB111"
39670,"CLUB123"
39671,"CLUB125"
39706,"CLUB105"
39717,"CLUB242"
39725,"CLUB111"
39728,"CLUB602"
39756,"CLUB243"
39762,"CLUB403"
39763,"CLUB413"
39777,"CLUB403"
39841,"CLUB111"
39848,"CLUB115"
39867,"CLUB117"
39895,"CLUB109"
39926,"CLUB111"
39938,"CLUB113"
39939,"CLUB132"
39970,"CLUB134"
39987,"CLUB402"
39989,"CLUB115"
39994,"CLUB115"
39999,"CLUB117"
40010,"CLUB261"
40022,"CLUB402"
40061,"CLUB245"
40082,"CLUB402"
40083,"CLUB124"
40112,"CLUB403"
40120,"CLUB221"
40130,"CLUB125"
40161,"CLUB402"
40171,"CLUB111"
40182,"CLUB242"
40224,"CLUB413"
40229,"CLUB117"
40235,"CLUB402"
40238,"CLUB415"
40246,"CLUB111"
40255,"CLUB115"
40290,"CLUB115"
40293,"CLUB103"
40310,"CLUB111"
40312,"CLUB403"
40333,"CLUB420"
40335,"CLUB109"
40338,"CLUB245"
40345,"CLUB122"
40346,"CLUB503"
40365,"CLUB403"
40378,"CLUB420"
40400,"CLUB123"
40406,"CLUB124"
40410,"CLUB403"
40444,"CLUB402"
40448,"CLUB402"
40455,"CLUB604"
40461,"CLUB111"
40483,"CLUB133"
40492,"CLUB114"
40494,"CLUB123"
40536,"CLUB221"
40555,"CLUB503"
40584,"CLUB111"
40592,"CLUB105"
40607,"CLUB402"
40644,"CLUB604"
40649,"CLUB402"
40657,"CLUB602"
40661,"CLUB402"
40665,"CLUB245"
40672,"CLUB602"
40675,"CLUB123"
40681,"CLUB125"
40684,"CLUB245"
40691,"CLUB132"
40697,"CLUB413"
40699,"CLUB402"
40715,"CLUB116"
40722,"CLUB109"
40751,"CLUB402"
40756,"CLUB402"
40757,"CLUB111"
40784,"CLUB117"
40796,"CLUB402"
40811,"CLUB125"
40812,"CLUB221"
40842,"CLUB402"
40852,"CLUB101"
40854,"CLUB111"
40879,"CLUB245"
40896,"CLUB410"
40898,"CLUB111"
40912,"CLUB111"
40945,"CLUB604"
40954,"CLUB251"
40978,"CLUB123"
40985,"CLUB111"
41005,"CLUB604"
41010,"CLUB402"
41024,"CLUB111"
41025,"CLUB109"
41027,"CLUB133"
41052,"CLUB117"
41062,"CLUB125"
41072,"CLUB105"
41088,"CLUB119"
41096,"CLUB402"
41097,"CLUB111"
41101,"CLUB604"
41109,"CLUB105"
41116,"CLUB101"
41145,"CLUB127"
41158,"CLUB115"
41167,"CLUB127"
41182,"CLUB111"
41201,"CLUB111"
41220,"CLUB219"
41222,"CLUB218"
41263,"CLUB402"
41267,"CLUB123"
41283,"CLUB111"
41287,"CLUB413"
41290,"CLUB413"
41296,"CLUB133"
41303,"CLUB604"
41343,"CLUB133"
41354,"CLUB242"
41360,"CLUB109"
41363,"CLUB105"
41379,"CLUB242"
41440,"CLUB413"
41441,"CLUB219"
41448,"CLUB133"
41460,"CLUB204"
41476,"CLUB127"
41483,"CLUB106"
41486,"CLUB133"
41492,"CLUB125"
41495,"CLUB123"
41504,"CLUB602"
41511,"CLUB242"
41514,"CLUB125"
41529,"CLUB103"
41530,"CLUB233"
41539,"CLUB242"
41560,"CLUB133"
41578,"CLUB242"
41602,"CLUB101"
41612,"CLUB133"
41627,"CLUB132"
41643,"CLUB111"
41647,"CLUB242"
41661,"CLUB111"
41671,"CLUB503"
41680,"CLUB125"
41681,"CLUB242"
41687,"CLUB245"
41691,"CLUB127"
41704,"CLUB211"
41707,"CLUB111"
41725,"CLUB111"
41727,"CLUB604"
41758,"CLUB204"
41780,"CLUB602"
41830,"CLUB418"
41845,"CLUB101"
41866,"CLUB113"
41878,"CLUB111"
41882,"CLUB602"
41884,"CLUB601"
41934,"CLUB218"
41960,"CLUB420"
41988,"CLUB601"
41993,"CLUB257"
42009,"CLUB136"
42011,"CLUB111"
42014,"CLUB602"
42031,"CLUB103"
42049,"CLUB105"
42068,"CLUB401"
42070,"CLUB101"
42072,"CLUB103"
42077,"CLUB602"
42084,"CLUB602"
42098,"CLUB123"
42118,"CLUB602"
42124,"CLUB135"
42129,"CLUB111"
42131,"CLUB123"
42135,"CLUB103"
42164,"CLUB132"
42180,"CLUB101"
42221,"CLUB134"
42223,"CLUB410"
42242,"CLUB602"
42297,"CLUB115"
42318,"CLUB132"
42319,"CLUB108"
42355,"CLUB123"
42414,"CLUB218"
42443,"CLUB109"
42445,"CLUB403"
42450,"CLUB109"
42460,"CLUB410"
42465,"CLUB111"
42485,"CLUB136"
42531,"CLUB111"
42532,"CLUB111"
42541,"CLUB602"
42570,"CLUB111"
42579,"CLUB101"
42591,"CLUB105"
42596,"CLUB124"
42603,"CLUB413"
42641,"CLUB111"
42665,"CLUB604"
42667,"CLUB133"
42675,"CLUB221"
42685,"CLUB117"
42721,"CLUB123"
42736,"CLUB111"
42737,"CLUB602"
42777,"CLUB105"
42786,"CLUB105"
42813,"CLUB402"
42821,"CLUB242"
42880,"CLUB132"
42883,"CLUB402"
42886,"CLUB108"
42895,"CLUB105"
42899,"CLUB111"
42914,"CLUB233"
42960,"CLUB242"
42961,"CLUB103"
42975,"CLUB115"
42988,"CLUB109"
42997,"CLUB402"
43004,"CLUB105"
43025,"CLUB134"
43036,"CLUB134"
43057,"CLUB134"
43076,"CLUB123"
43122,"CLUB111"
43134,"CLUB125"
43138,"CLUB111"
43140,"CLUB108"
43141,"CLUB127"
43153,"CLUB132"
43155,"CLUB126"
43177,"CLUB111"
43197,"CLUB136"
43217,"CLUB602"
43233,"CLUB132"
43267,"CLUB233"
43271,"CLUB111"
43276,"CLUB128"
43304,"CLUB108"
43305,"CLUB242"
43338,"CLUB123"
43349,"CLUB503"
43386,"CLUB123"
43406,"CLUB125"
43427,"CLUB402"
43446,"CLUB115"
43451,"CLUB242"
43470,"CLUB103"
43487,"CLUB108"
43499,"CLUB604"
43538,"CLUB111"
43565,"CLUB221"
43568,"CLUB125"
43586,"CLUB402"
43590,"CLUB221"
43606,"CLUB133"
43637,"CLUB402"
43647,"CLUB402"
43650,"CLUB402"
43663,"CLUB115"
43666,"CLUB113"
43679,"CLUB127"
43698,"CLUB111"
43725,"CLUB115"
43751,"CLUB111"
43758,"CLUB111"
43769,"CLUB124"
43783,"CLUB111"
43796,"CLUB101"
43804,"CLUB402"
43837,"CLUB132"
43860,"CLUB413"
43906,"CLUB132"
43916,"CLUB604"
43917,"CLUB134"
43918,"CLUB604"
43925,"CLUB243"
43945,"CLUB413"
43951,"CLUB402"
43962,"CLUB604"
43973,"CLUB402"
43994,"CLUB133"
44003,"CLUB602"
44006,"CLUB117"
44014,"CLUB101"
44027,"CLUB602"
44043,"CLUB602"
44087,"CLUB111"
44112,"CLUB106"
44125,"CLUB242"
44129,"CLUB420"
44131,"CLUB245"
44178,"CLUB413"
44243,"CLUB420"
44315,"CLUB101"
44322,"CLUB413"
44340,"CLUB403"
44350,"CLUB601"
44355,"CLUB264"
44358,"CLUB403"
44366,"CLUB245"
44370,"CLUB111"
44371,"CLUB403"
44412,"CLUB105"
44447,"CLUB261"
44533,"CLUB601"
44537,"CLUB111"
44541,"CLUB111"
44542,"CLUB132"
44548,"CLUB111"
44568,"CLUB413"
44581,"CLUB111"
44603,"CLUB101"
44665,"CLUB134"
44673,"CLUB403"
44718,"CLUB113"
44742,"CLUB413"
44759,"CLUB602"
44768,"CLUB109"
44792,"CLUB604"
44821,"CLUB111"
44823,"CLUB127"
44847,"CLUB111"
44898,"CLUB113"
44904,"CLUB402"
44940,"CLUB109"
44943,"CLUB125"
44953,"CLUB604"
44954,"CLUB417"
44963,"CLUB111"
44979,"CLUB125"
44986,"CLUB402"
44998,"CLUB101"
45000,"CLUB123"
45015,"CLUB111"
45019,"CLUB402"
45032,"CLUB404"
45034,"CLUB125"
45038,"CLUB602"
45118,"CLUB111"
45135,"CLUB602"
45138,"CLUB135"
45139,"CLUB111"
45159,"CLUB136"
45163,"CLUB113"
45166,"CLUB136"
45190,"CLUB604"
45194,"CLUB117"
45201,"CLUB602"
45202,"CLUB604"
45204,"CLUB245"
45240,"CLUB134"
45246,"CLUB108"
45249,"CLUB404"
45257,"CLUB132"
45262,"CLUB604"
45263,"CLUB420"
45276,"CLUB245"
45277,"CLUB402"
45296,"CLUB108"
45299,"CLUB404"
45311,"CLUB111"
45317,"CLUB111"
45330,"CLUB402"
45335,"CLUB413"
45338,"CLUB111"
45340,"CLUB111"
45341,"CLUB404"
45344,"CLUB111"
45357,"CLUB404"
45367,"CLUB602"
45382,"CLUB249"
45393,"CLUB221"
45403,"CLUB111"
45424,"CLUB106"
45465,"CLUB124"
45483,"CLUB252"
45485,"CLUB111"
45515,"CLUB108"
45516,"CLUB111"
45556,"CLUB245"
45564,"CLUB125"
45593,"CLUB402"
45597,"CLUB201"
45617,"CLUB125"
45620,"CLUB115"
45633,"CLUB123"
45639,"CLUB109"
45653,"CLUB245"
45664,"CLUB109"
45683,"CLUB123"
45685,"CLUB105"
45686,"CLUB127"
45717,"CLUB103"
45738,"CLUB604"
45743,"CLUB134"
45751,"CLUB242"
45761,"CLUB111"
45793,"CLUB111"
45816,"CLUB123"
45835,"CLUB109"
45854,"CLUB604"
45884,"CLUB413"
45891,"CLUB105"
45905,"CLUB123"
45922,"CLUB109"
45938,"CLUB111"
45966,"CLUB123"
45971,"CLUB124"
45979,"CLUB604"
45990,"CLUB245"
46036,"CLUB250"
46069,"CLUB124"
46079,"CLUB401"
46107,"CLUB132"
46125,"CLUB135"
46151,"CLUB134"
46168,"CLUB127"
46172,"CLUB245"
46184,"CLUB132"
46216,"CLUB102"
46223,"CLUB219"
46227,"CLUB604"
46241,"CLUB119"
46261,"CLUB134"
46285,"CLUB101"
46291,"CLUB111"
46294,"CLUB402"
46299,"CLUB133"
46305,"CLUB604"
46309,"CLUB111"
46321,"CLUB111"
46327,"CLUB401"
46344,"CLUB206"
46351,"CLUB418"
46355,"CLUB111"
46362,"CLUB111"
46374,"CLUB233"
46382,"CLUB245"
46388,"CLUB111"
46405,"CLUB111"
46490,"CLUB242"
46507,"CLUB218"
46534,"CLUB109"
46538,"CLUB111"
46539,"CLUB115"
46565,"CLUB402"
46572,"CLUB125"
46596,"CLUB115"
46599,"CLUB111"
46614,"CLUB124"
46622,"CLUB202"
46641,"CLUB134"
46649,"CLUB402"
46693,"CLUB201"
46725,"CLUB417"
46798,"CLUB602"
46809,"CLUB417"
46811,"CLUB407"
46824,"CLUB604"
46834,"CLUB420"
46854,"CLUB101"
46863,"CLUB123"
46875,"CLUB101"
46882,"CLUB123"
46888,"CLUB111"
46889,"CLUB403"
46918,"CLUB124"
46920,"CLUB108"
46928,"CLUB107"
46951,"CLUB111"
46952,"CLUB233"
46959,"CLUB221"
46974,"CLUB245"
46980,"CLUB602"
46995,"CLUB245"
47049,"CLUB221"
47051,"CLUB119"
47066,"CLUB111"
47071,"CLUB403"
47072,"CLUB245"
47078,"CLUB245"
47081,"CLUB245"
47094,"CLUB111"
47101,"CLUB111"
47104,"CLUB111"
47134,"CLUB111"
47135,"CLUB127"
47161,"CLUB124"
47165,"CLUB111"
47169,"CLUB402"
47173,"CLUB403"
47179,"CLUB127"
47204,"CLUB102"
47209,"CLUB111"
47269,"CLUB109"
47273,"CLUB111"
47282,"CLUB245"
47284,"CLUB111"
47285,"CLUB245"
47323,"CLUB602"
47331,"CLUB403"
47365,"CLUB604"
47371,"CLUB128"
47388,"CLUB604"
47394,"CLUB123"
47404,"CLUB111"
47411,"CLUB133"
47417,"CLUB602"
47451,"CLUB403"
47452,"CLUB125"
47482,"CLUB403"
47496,"CLUB123"
47499,"CLUB133"
47501,"CLUB115"
47502,"CLUB503"
47561,"CLUB133"
47584,"CLUB128"
47592,"CLUB123"
47611,"CLUB403"
47627,"CLUB221"
47634,"CLUB403"
47637,"CLUB111"
47653,"CLUB105"
47661,"CLUB602"
47683,"CLUB266"
47684,"CLUB602"
47688,"CLUB132"
47690,"CLUB132"
47700,"CLUB111"
47756,"CLUB205"
47765,"CLUB126"
47774,"CLUB124"
47799,"CLUB123"
47804,"CLUB403"
47830,"CLUB403"
47845,"CLUB402"
47851,"CLUB128"
47853,"CLUB111"
47857,"CLUB405"
47869,"CLUB403"
47898,"CLUB403"
47906,"CLUB128"
47910,"CLUB602"
47914,"CLUB111"
47920,"CLUB105"
47958,"CLUB111"
47987,"CLUB403"
47991,"CLUB132"
48004,"CLUB132"
48005,"CLUB601"
48020,"CLUB403"
48039,"CLUB115"
48067,"CLUB117"
48086,"CLUB111"
48094,"CLUB257"
48103,"CLUB105"
48122,"CLUB402"
48178,"CLUB503"
48210,"CLUB109"
48232,"CLUB242"
48253,"CLUB101"
48257,"CLUB136"
48274,"CLUB403"
48288,"CLUB123"
48290,"CLUB129"
48291,"CLUB115"
48319,"CLUB111"
48347,"CLUB125"
48382,"CLUB127"
48396,"CLUB213"
48398,"CLUB111"
48413,"CLUB117"
48415,"CLUB604"
48431,"CLUB249"
48433,"CLUB242"
48451,"CLUB123"
48452,"CLUB604"
48460,"CLUB125"
48466,"CLUB111"
48477,"CLUB601"
48504,"CLUB127"
48513,"CLUB132"
48522,"CLUB111"
48551,"CLUB403"
48566,"CLUB403"
48589,"CLUB103"
48594,"CLUB115"
48652,"CLUB134"
48653,"CLUB123"
48679,"CLUB123"
48680,"CLUB129"
48691,"CLUB413"
48709,"CLUB125"
48721,"CLUB123"
48748,"CLUB109"
48811,"CLUB210"
48837,"CLUB111"
48844,"CLUB403"
48851,"CLUB102"
48874,"CLUB405"
48893,"CLUB115"
48899,"CLUB604"
48913,"CLUB127"
48955,"CLUB604"
48957,"CLUB420"
48968,"CLUB132"
48981,"CLUB111"
48987,"CLUB413"
49007,"CLUB111"
49010,"CLUB604"
49023,"CLUB403"
49037,"CLUB106"
49039,"CLUB117"
49070,"CLUB403"
49075,"CLUB105"
49088,"CLUB111"
49109,"CLUB601"
49133,"CLUB125"
49136,"CLUB604"
49146,"CLUB125"
49150,"CLUB403"
49151,"CLUB123"
49155,"CLUB401"
49158,"CLUB111"
49171,"CLUB605"
49174,"CLUB109"
49178,"CLUB111"
49209,"CLUB402"
49218,"CLUB105"
49251,"CLUB604"
49252,"CLUB111"
49256,"CLUB501"
49275,"CLUB115"
49277,"CLUB105"
49300,"CLUB115"
49317,"CLUB109"
49327,"CLUB413"
49353,"CLUB111"
49370,"CLUB134"
49401,"CLUB261"
49411,"CLUB111"
49419,"CLUB129"
49436,"CLUB115"
49438,"CLUB402"
49439,"CLUB403"
49444,"CLUB403"
49456,"CLUB245"
49475,"CLUB221"
49505,"CLUB101"
49532,"CLUB111"
49595,"CLUB111"
49599,"CLUB605"
49603,"CLUB111"
49639,"CLUB109"
49650,"CLUB123"
49671,"CLUB111"
49678,"CLUB117"
49679,"CLUB111"
49704,"CLUB111"
49732,"CLUB242"
49735,"CLUB605"
49763,"CLUB109"
49777,"CLUB109"
49781,"CLUB101"
49784,"CLUB604"
49787,"CLUB111"
49797,"CLUB115"
49800,"CLUB108"
49832,"CLUB218"
49854,"CLUB125"
49856,"CLUB413"
49873,"CLUB604"
49878,"CLUB222"
49900,"CLUB128"
49942,"CLUB105"
49944,"CLUB101"
49969,"CLUB242"
49973,"CLUB413"
49990,"CLUB218"
49994,"CLUB109"
49995,"CLUB109"
50000,"CLUB602"
50010,"CLUB123"
50039,"CLUB101"
50040,"CLUB242"
50047,"CLUB122"
50048,"CLUB103"
50071,"CLUB101"
50099,"CLUB101"
50113,"CLUB128"
50117,"CLUB403"
50134,"CLUB602"
50148,"CLUB105"
50156,"CLUB218"
50174,"CLUB138"
50190,"CLUB245"
50191,"CLUB602"
50194,"CLUB602"
50215,"CLUB218"
50218,"CLUB101"
50268,"CLUB116"
50276,"CLUB111"
50292,"CLUB101"
50358,"CLUB111"
50381,"CLUB111"
50397,"CLUB111"
50404,"CLUB602"
50406,"CLUB101"
50411,"CLUB605"
50416,"CLUB115"
50417,"CLUB115"
50455,"CLUB111"
50469,"CLUB123"
50471,"CLUB111"
50478,"CLUB602"
50480,"CLUB242"
50505,"CLUB134"
50542,"CLUB603"
50548,"CLUB403"
50562,"CLUB602"
50565,"CLUB132"
50579,"CLUB602"
50598,"CLUB413"
50624,"CLUB117"
50632,"CLUB503"
50691,"CLUB402"
50709,"CLUB132"
50712,"CLUB109"
50736,"CLUB111"
50757,"CLUB111"
50759,"CLUB107"
50762,"CLUB111"
50765,"CLUB129"
50801,"CLUB602"
50813,"CLUB602"
50815,"CLUB124"
50836,"CLUB602"
50848,"CLUB105"
50849,"CLUB111"
50864,"CLUB111"
50923,"CLUB105"
50938,"CLUB111"
50991,"CLUB115"
51006,"CLUB128"
51008,"CLUB111"
51022,"CLUB115"
51027,"CLUB111"
51081,"CLUB402"
51089,"CLUB105"
51104,"CLUB109"
51122,"CLUB402"
51132,"CLUB109"
51146,"CLUB129"
51149,"CLUB109"
51191,"CLUB602"
51222,"CLUB413"
51233,"CLUB111"
51252,"CLUB111"
51269,"CLUB209"
51284,"CLUB413"
51290,"CLUB602"
51302,"CLUB129"
51310,"CLUB117"
51384,"CLUB402"
51386,"CLUB420"
51407,"CLUB242"
51482,"CLUB133"
51486,"CLUB113"
51489,"CLUB103"
51492,"CLUB258"
51497,"CLUB115"
51500,"CLUB111"
51505,"CLUB125"
51517,"CLUB132"
51524,"CLUB402"
51526,"CLUB126"
51534,"CLUB212"
51539,"CLUB123"
51557,"CLUB111"
51566,"CLUB403"
51574,"CLUB604"
51589,"CLUB111"
51592,"CLUB103"
51631,"CLUB601"
51661,"CLUB125"
51685,"CLUB111"
51696,"CLUB117"
51704,"CLUB105"
51725,"CLUB111"
51729,"CLUB413"
51743,"CLUB117"
51744,"CLUB403"
51763,"CLUB111"
51788,"CLUB105"
51790,"CLUB404"
51810,"CLUB111"
51850,"CLUB602"
51870,"CLUB114"
51871,"CLUB117"
51878,"CLUB105"
51932,"CLUB254"
51942,"CLUB220"
51944,"CLUB503"
51978,"CLUB603"
52003,"CLUB210"
52011,"CLUB113"
52040,"CLUB111"
52077,"CLUB402"
52095,"CLUB117"
52099,"CLUB420"
52117,"CLUB601"
52125,"CLUB101"
52157,"CLUB601"
52170,"CLUB117"
52173,"CLUB117"
52205,"CLUB102"
52259,"CLUB601"
52287,"CLUB134"
52306,"CLUB249"
52355,"CLUB123"
52380,"CLUB219"
52385,"CLUB110"
52443,"CLUB249"
52455,"CLUB605"
52499,"CLUB604"
52523,"CLUB218"
52535,"CLUB115"
52555,"CLUB115"
52562,"CLUB109"
52565,"CLUB402"
52568,"CLUB111"
52597,"CLUB125"
52603,"CLUB209"
52614,"CLUB413"
52625,"CLUB105"
52638,"CLUB242"
52651,"CLUB407"
52712,"CLUB402"
52723,"CLUB111"
52737,"CLUB602"
52772,"CLUB105"
52776,"CLUB245"
52784,"CLUB132"
52806,"CLUB402"
52808,"CLUB242"
52829,"CLUB111"
52832,"CLUB133"
52927,"CLUB111"
52935,"CLUB602"
52936,"CLUB402"
52968,"CLUB601"
52982,"CLUB109"
52987,"CLUB122"
53029,"CLUB134"
53110,"CLUB105"
53121,"CLUB242"
53133,"CLUB111"
53135,"CLUB413"
53155,"CLUB125"
53193,"CLUB402"
53225,"CLUB403"
53237,"CLUB115"
53243,"CLUB111"
53254,"CLUB115"
53290,"CLUB602"
53303,"CLUB111"
53304,"CLUB116"
53307,"CLUB604"
53313,"CLUB109"
53332,"CLUB602"
53358,"CLUB254"
53370,"CLUB218"
53398,"CLUB137"
53440,"CLUB218"
53484,"CLUB109"
53491,"CLUB604"
53507,"CLUB132"
53523,"CLUB402"
53526,"CLUB103"
53540,"CLUB132"
53550,"CLUB602"
53588,"CLUB123"
53612,"CLUB402"
53615,"CLUB106"
53617,"CLUB254"
53628,"CLUB132"
53654,"CLUB603"
53711,"CLUB252"
53712,"CLUB105"
53714,"CLUB114"
53723,"CLUB132"
53727,"CLUB127"
53743,"CLUB117"
53758,"CLUB111"
53774,"CLUB124"
53779,"CLUB402"
53796,"CLUB602"
53797,"CLUB413"
53822,"CLUB111"
53896,"CLUB123"
53917,"CLUB111"
53929,"CLUB125"
53964,"CLUB123"
53979,"CLUB404"
54000,"CLUB402"
54021,"CLUB111"
54022,"CLUB136"
54029,"CLUB404"
54030,"CLUB602"
54051,"CLUB123"
54052,"CLUB103"
54095,"CLUB126"
54099,"CLUB109"
54124,"CLUB237"
54130,"CLUB242"
54157,"CLUB111"
54160,"CLUB111"
54165,"CLUB117"
54198,"CLUB117"
54218,"CLUB111"
54233,"CLUB402"
54239,"CLUB124"
54275,"CLUB221"
54287,"CLUB402"
54290,"CLUB123"
54295,"CLUB117"
54305,"CLUB133"
54362,"CLUB132"
54369,"CLUB254"
54374,"CLUB109"
54393,"CLUB115"
54397,"CLUB106"
54410,"CLUB402"
54426,"CLUB109"
54442,"CLUB133"
54447,"CLUB404"
54449,"CLUB417"
54512,"CLUB134"
54537,"CLUB129"
54542,"CLUB221"
54557,"CLUB404"
54559,"CLUB109"
54569,"CLUB410"
54572,"CLUB602"
54600,"CLUB111"
54601,"CLUB125"
54609,"CLUB128"
54643,"CLUB245"
54650,"CLUB403"
54675,"CLUB134"
54678,"CLUB115"
54685,"CLUB125"
54689,"CLUB115"
54702,"CLUB101"
54721,"CLUB109"
54722,"CLUB249"
54732,"CLUB132"
54739,"CLUB123"
54748,"CLUB134"
54858,"CLUB210"
54885,"CLUB134"
54900,"CLUB605"
54901,"CLUB111"
54948,"CLUB111"
54952,"CLUB233"
54964,"CLUB108"
54968,"CLUB101"
55029,"CLUB126"
55032,"CLUB109"
55053,"CLUB403"
55054,"CLUB221"
55077,"CLUB402"
55081,"CLUB242"
55098,"CLUB111"
55100,"CLUB111"
55123,"CLUB602"
55127,"CLUB402"
55158,"CLUB123"
55166,"CLUB221"
55181,"CLUB111"
55186,"CLUB101"
55216,"CLUB111"
55221,"CLUB402"
55252,"CLUB111"
55255,"CLUB126"
55278,"CLUB410"
55282,"CLUB420"
55311,"CLUB218"
55317,"CLUB233"
55318,"CLUB206"
55327,"CLUB410"
55341,"CLUB402"
55359,"CLUB233"
55373,"CLUB111"
55401,"CLUB413"
55434,"CLUB602"
55458,"CLUB128"
55474,"CLUB119"
55539,"CLUB109"
55546,"CLUB420"
55560,"CLUB129"
55564,"CLUB403"
55577,"CLUB111"
55613,"CLUB115"
55621,"CLUB134"
55636,"CLUB101"
55647,"CLUB115"
55690,"CLUB413"
55698,"CLUB109"
55707,"CLUB111"
55715,"CLUB105"
55730,"CLUB111"
55733,"CLUB601"
55736,"CLUB109"
55740,"CLUB127"
55794,"CLUB413"
55859,"CLUB111"
55860,"CLUB413"
55880,"CLUB604"
55918,"CLUB602"
55969,"CLUB109"
55972,"CLUB117"
55986,"CLUB226"
56003,"CLUB604"
56044,"CLUB109"
56049,"CLUB111"
56060,"CLUB111"
56064,"CLUB111"
56111,"CLUB115"
56142,"CLUB109"
56143,"CLUB134"
56145,"CLUB111"
56156,"CLUB417"
56178,"CLUB413"
56197,"CLUB209"
56202,"CLUB123"
56209,"CLUB105"
56212,"CLUB111"
56218,"CLUB111"
56270,"CLUB117"
56278,"CLUB124"
56292,"CLUB604"
56324,"CLUB117"
56372,"CLUB125"
56381,"CLUB111"
56413,"CLUB111"
56429,"CLUB111"
56441,"CLUB125"
56457,"CLUB109"
56484,"CLUB218"
56490,"CLUB403"
56492,"CLUB111"
56500,"CLUB413"
56503,"CLUB245"
56506,"CLUB123"
56507,"CLUB111"
56514,"CLUB132"
56521,"CLUB109"
56535,"CLUB255"
56544,"CLUB126"
56565,"CLUB109"
56569,"CLUB111"
56594,"CLUB202"
56604,"CLUB115"
56605,"CLUB111"
56628,"CLUB111"
56653,"CLUB111"
56692,"CLUB134"
56707,"CLUB111"
56763,"CLUB111"
56797,"CLUB123"
56805,"CLUB111"
56813,"CLUB125"
56847,"CLUB111"
56873,"CLUB106"
56883,"CLUB111"
56915,"CLUB101"
56951,"CLUB604"
57011,"CLUB111"
57111,"CLUB413"
57160,"CLUB111"
57171,"CLUB245"
57175,"CLUB111"
57193,"CLUB105"
57205,"CLUB101"
57234,"CLUB226"
57263,"CLUB105"
57264,"CLUB605"
57285,"CLUB111"
57304,"CLUB123"
