pkey,ECO_SECT,previous_dep,job_dep,work_desc,Type_of_contract,JOB_CATEGORY,work_condition,employer_type,working_hours,employee_count
57295,"OZ","49","49","524c","CDI","O","C","ct_2",1820,"tr_6"
57299,"QB","91","91","563b","CDI","O","N","ct_7",1080,"tr_1"
57333,"GZ","78","78","634d","CDI","O","C","ct_9",1517,"tr_4"
57338,"NZ","93","92","684a","CDI","O","C","ct_9",2028,"tr_6"
57353,"CK","49","49","477a","CDI","O","C","ct_9",1322,"tr_6"
57356,"GZ","77","77","672a","CDI","O","C","ct_9",1788,"tr_1"
57360,"MC","50","50","643a","CDI","O","P",NA,377,NA
57378,"MA","24","24","373d","CDI","O","C","ct_8",1735,"tr_1"
57380,"FZ","94","94","681a","CDI","O","C","ct_9",1338,"tr_1"
57384,"PZ","78","92","423a","CDI","O","C","ct_9",1578,"tr_1"
57393,"IZ","94","75","488a","CDI","O","C","ct_9",1677,"tr_1"
57397,"GZ","13","13","542a","CDI","O","C","ct_9",1600,"tr_1"
57407,"HZ","37","37","676d","CDI","O","C","ct_9",1610,"tr_6"
57414,"OZ",NA,NA,"476a","CDI","O","C","ct_8",1820,"tr_3"
57417,"FZ","93","75","534a","CDI","O","C","ct_9",313,"tr_1"
57420,"TZ","56","56","563c","CDI","O","N","ct_7",1078,"tr_1"
57423,"QB","76","76","526d","CDI","O","C","ct_8",167,"tr_4"
57441,"QB","49","49","525d","CDI","O","P","ct_8",1395,"tr_4"
57449,"CH","88","68","674d","CDI","O","C","ct_9",1027,"tr_2"
57469,"QA","59","59","433a","CDI","O","C","ct_9",1320,"tr_1"
57472,"CJ","57","57","673c","CDI","O","C","ct_9",1803,"tr_6"
57482,"QB","62","62","563a","CDI","O","N","ct_7",3000,"tr_1"
57486,"LZ","80","80","564a","CDI","O","C","ct_5",2030,"tr_6"
57519,"HZ","37","37","451a","CDI","O","P","ct_9",1274,"tr_5"
57523,"NZ","61","28","674c","CDD","O","C","ct_9",1180,"tr_3"
57528,"NZ","78","78","488a","TTP","O","C","ct_9",455,"tr_1"
57542,"PZ","32","32","632k","CDI","O","C",NA,584,NA
57553,"JA","33","33","465b","CDI","O","C","ct_9",464,"tr_5"
57557,"QA","75","75","526a","CDI","O","N","ct_9",134,"tr_5"
57560,"LZ","63","63","564a","CDI","O","P","ct_9",947,"tr_5"
57582,"CM","13","13","637b","CDI","O","C","ct_9",1168,"tr_1"
57598,"FZ","06","06","462e","CDI","O","C","ct_9",883,"tr_1"
57602,"GZ","90","90","463c","CDI","O","C","ct_9",1714,"tr_2"
57613,"KZ","34","34","467a","CDI","O","C","ct_9",1820,"tr_4"
57615,"KZ","38","38","676c","CDI","O","C","ct_5",978,"tr_4"
57621,"GZ","86","75","374c","CDI","O","C","ct_9",1820,"tr_6"
57645,"HZ","80","80","676c","CDI","O","C","ct_9",1509,"tr_5"
57646,"IZ","75","75","561e","CDI","O","C",NA,188,NA
57647,"OZ","59","59","545d","CDI","O","P","ct_8",494,"tr_6"
57680,"KZ","71","75","467c","CDI","O","C","ct_9",1821,"tr_4"
57689,"QB",NA,NA,"542a","CDI","O","C","ct_8",1596,"tr_3"
57691,"LZ","33","33","632k","CDI","O","C","ct_5",1470,"tr_6"
57717,"FZ","94","94","382a","CDI","O","C","ct_9",1820,"tr_6"
57724,"CA","69","01","674c","CDI","O","C","ct_9",691,"tr_2"
57731,"HZ","59","59","487b","CDI","O","C","ct_9",1792,"tr_5"
57732,"KZ","79","79","376e","CDI","O","C","ct_9",1820,"tr_5"
57733,"QB","69","69","676e","AUT","O","P","ct_8",1456,"tr_5"
57738,"QB","87","87","526c","CDI","O","C","ct_8",1548,"tr_1"
57740,"CH","46","12","673a","CDI","O","C","ct_9",1491,"tr_3"
57757,"CE","64","64","625c","CDI","O","C","ct_9",1994,"tr_6"
57759,"SZ","74","74","435b","CDI","O","P","ct_8",1892,"tr_1"
57763,"GZ","40","40","374a","CDI","O","C","ct_9",875,"tr_6"
57785,"QA","08","55","526e","CDI","O","C","ct_9",1836,"tr_2"
57788,"HZ","93","93","641b","CDI","O","C","ct_9",1981,"tr_3"
57792,"OZ","92","92","523b","AUT","O","C","ct_1",1559,"tr_6"
57799,"CM","93","93","635a","CDI","O","P","ct_9",663,"tr_1"
57808,"HZ","77","77","641a","AUT","O","C","ct_9",1820,"tr_3"
57809,"QB","71","71","563a","CDI","O","N","ct_7",1930,"tr_1"
57819,"NZ","13","13","461d","CDI","O","C","ct_9",1820,"tr_2"
57829,"HZ","52","52","486d","CDI","O","C","ct_9",1827,"tr_5"
57849,"QB","54","54","563a","CDI","O","N","ct_7",1760,"tr_1"
57875,"QA","34","34","643a","CDI","O","P","ct_9",1050,"tr_4"
57879,"GZ","74","59","463e","CDI","O","C",NA,152,NA
57882,"GZ","77","77","674d","CDI","O","C","ct_9",1580,"tr_3"
57903,"HZ","35","35","655a","CDI","O","C","ct_9",1810,"tr_5"
57906,"TZ","17","17","563c","CDI","O","C",NA,1070,NA
57908,"QA","69","69","451h","CDI","O","P","ct_8",703,"tr_4"
57913,"FZ",NA,NA,"681a","CDI","O","C","ct_9",866,"tr_3"
57918,"CJ","21","21","473c","CDI","O","C","ct_9",1942,"tr_6"
57938,"GZ","31","31","684a","CDI","O","P","ct_9",954,"tr_1"
57967,"FZ","77","75","632j","CDD","O","C","ct_9",215,"tr_0"
57971,"QB","40","40","526d","CDI","O","C","ct_8",1820,"tr_4"
57980,"PZ","92","75","451g","CDI","O","C","ct_2",1732,"tr_4"
57985,"SZ","93","75","561f","CDI","O","C","ct_8",1281,"tr_4"
57988,"PZ",NA,NA,"525b","CDI","O","P","ct_8",1014,"tr_4"
57989,"QA","69","69","525d","CDI","O","P","ct_8",922,"tr_6"
57993,"CK","62","62","676c","CDI","O","C","ct_9",1718,"tr_5"
58005,"CC","92","94","465a","CDI","O","C","ct_9",1418,"tr_1"
58011,"GZ","50","50","636b","CDI","O","P","ct_9",598,"tr_1"
58029,"GZ","84","84","676c","CDI","O","C","ct_9",1637,"tr_4"
58033,"CG","59","59","676e","CDI","O","C","ct_9",776,"tr_3"
58039,"QB","68","68","526c","CDI","O","P","ct_8",1224,"tr_1"
58044,"QA","60","60","642b","CDI","O","C",NA,152,NA
58046,"QB","68","68","563a","CDI","O","N","ct_7",882,"tr_1"
58051,"HZ","47","47","451a","CDI","O","C","ct_9",1824,"tr_4"
58071,"NZ","95","78","534a","CDI","O","C","ct_9",2724,"tr_6"
58073,"EZ","78","78","487a","CDI","O","C","ct_9",1646,"tr_4"
58076,"QB","92","92","525d","CDI","O","P","ct_8",1037,"tr_4"
58094,"FZ","63","63","481a","CDI","O","C","ct_9",1225,"tr_1"
58097,"CB","10","10","675a","CDI","O","C","ct_9",1806,"tr_1"
58099,"PZ","27","76","423b","CDI","O","C","ct_8",1228,"tr_3"
58110,"QB","53","61","526a","CDI","O","C","ct_8",1820,"tr_4"
58119,"KZ","94","92","372b","CDI","O","C","ct_9",1820,"tr_6"
58120,"GZ","38","69","641a","CDI","O","C","ct_9",1208,"tr_4"
58123,"CH","54","54","534a","CDI","O","C","ct_9",1914,"tr_6"
58131,"QA","39","39","632k","AUT","O","C","ct_3",1820,"tr_6"
58132,"GZ","10","10","463e","AUT","O","N","ct_9",197,"tr_4"
58145,"QA","11","11","526e","CDI","O","C","ct_9",1919,"tr_3"
58158,"QB","29","29","563b","AUT","O","C","ct_2",1819,"tr_5"
58177,"OZ","94","75","467d","CDI","O","C","ct_4",1849,"tr_6"
58186,"JC","31","31","388c","CDI","O","C","ct_9",1309,"tr_6"
58204,"CA","56","56","674c","CDI","O","C","ct_9",1023,"tr_6"
58214,"JA","28","75","476a","CDI","O","C","ct_9",1814,"tr_5"
58239,"CL","78","78","652a","CDI","O","C","ct_9",1149,"tr_6"
58244,"CJ","38","38","475b","CDI","O","C","ct_9",1757,"tr_3"
58246,"QA","31","31","632k","CDI","O","C",NA,136,NA
58249,"HZ","34","34","641a","CDI","O","P",NA,152,NA
58252,"MB","31","31","342g","CDI","O","C","ct_9",1820,"tr_3"
58263,"MA","92","92","344b","CDI","O","C","ct_9",2028,"tr_6"
58288,"QB",NA,NA,"526a","CDI","O","C","ct_8",1470,"tr_4"
58297,"PZ","75","92","423b","CDI","O","P","ct_9",754,"tr_3"
58307,"NZ","95","92","684a","CDI","O","C","ct_9",1215,"tr_6"
58309,"QB","67","67","525d","CDI","O","C","ct_8",1116,"tr_4"
58310,"TZ","71","71","563c","CDI","O","C",NA,682,NA
58316,"MC","69","69","464a","CDI","O","C","ct_9",1811,"tr_4"
58317,"KZ","56","92","461d","CDI","O","C","ct_9",910,"tr_6"
58319,"QA","31","31","542a","CDI","O","C","ct_9",1700,"tr_2"
58329,"KZ","31","31","461f","CDI","O","C","ct_8",1517,"tr_5"
58331,"CF","55","55","477a","CDI","O","C","ct_9",1826,"tr_5"
58338,"QA","50","50","311d","CDI","O","C","ct_8",1891,"tr_6"
58345,"GZ","51","51","552a","CDI","O","P","ct_9",941,"tr_6"
58351,"FZ","92","75","632g","CDI","O","C","ct_9",1669,"tr_3"
58364,"SZ","53","53","435b","CDI","O","C","ct_8",1820,"tr_1"
58366,"CK","38","69","477b","CDI","O","C","ct_9",589,"tr_1"
58368,"KZ","92","92","372b","CDI","O","C","ct_8",1924,"tr_6"
58370,"QB","59","59","526d","CDI","O","C","ct_8",1693,"tr_5"
58386,"QB","62","62","525d","CDI","O","P","ct_8",999,"tr_5"
58391,"CA","53","53","543f","CDI","O","C","ct_9",2443,"tr_6"
58403,"GZ","75","93","653a","CDI","O","P","ct_9",700,"tr_6"
58406,"QA","43","43","526a","CDI","O","P","ct_8",1568,"tr_4"
58417,"QB","17","17","542a","CDI","O","P","ct_8",1303,"tr_3"
58419,"HZ","91","91","641a","CDI","O","C","ct_9",1672,"tr_5"
58431,"OZ","78","93","332b","AUT","O","C","ct_2",2304,"tr_6"
58433,"QA","69","69","431d","AUT","O","C","ct_3",1812,"tr_6"
58436,"HZ","12","12","451a","CDI","O","P","ct_9",1274,"tr_4"
58438,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
58441,"GZ","59","59","635a","CDI","O","C","ct_9",1073,"tr_2"
58448,"CL","33","33","673c","CDI","O","C","ct_9",1820,"tr_6"
58451,"NZ","92","75","684a","CDI","O","C","ct_9",1820,"tr_6"
58459,"NZ","95","95","684a","CDI","O","C","ct_9",511,"tr_4"
58464,"NZ","77","91","534a","CDI","O","C","ct_9",1997,"tr_2"
58483,"CK","18","18","543f","CDI","O","C","ct_9",1760,"tr_2"
58513,"QB","94","94","525d","CDI","O","P","ct_8",1962,"tr_4"
58517,"FZ","54","54","632j","CDI","O","C","ct_9",1613,"tr_3"
58518,"QB","38","38","563b","CDI","O","N","ct_7",590,"tr_1"
58527,"QA","17","17","541b","CDI","O","P","ct_6",1856,"tr_1"
58541,"GZ","33","33","554h","CDI","O","P","ct_6",1352,"tr_1"
58543,"MA","93","93","641a","CDI","O","C","ct_9",2200,"tr_3"
58548,"LZ","64","64","543b","CDI","O","P","ct_9",1140,"tr_1"
58556,"GZ","95","95","344d","CDI","O","P","ct_6",437,"tr_0"
58578,"NZ","95","93","684a","CDI","O","C","ct_9",1691,"tr_3"
58594,"NZ","95","95","631a","CDI","O","C","ct_9",1820,"tr_1"
58601,"FZ","2A","2A","382a","CDI","O","C","ct_9",1623,"tr_1"
58616,"CC","27","27","674e","CDI","O","C","ct_9",1797,"tr_5"
58619,"NZ","52","52","676e","TTP","O","C","ct_9",830,"tr_1"
58639,"FZ","95","94","632j","CDI","O","C","ct_9",1575,"tr_2"
58641,"HZ","35","35","641a","CDI","O","C","ct_9",1576,"tr_3"
58650,"SZ","75","93","627b","CDI","O","C","ct_9",759,"tr_0"
58653,"CM","78","78","474c","CDI","O","C","ct_9",1393,"tr_6"
58665,"RZ","93","75","451e","CDI","O","C","ct_1",1538,"tr_6"
58668,"NZ","28","28","542a","CDI","O","C","ct_9",1804,"tr_1"
58670,"TZ","83","83","563c","CDI","O","N","ct_7",1232,"tr_1"
58674,"LZ","92","92","542a","CDI","O","C","ct_9",1723,"tr_1"
58679,"CG","24","24","461c","CDI","O","C","ct_9",300,"tr_4"
58683,"CE","81","81","431f","CDI","O","C","ct_9",606,"tr_6"
58689,"PZ","37","37","421b","CDI","O","C","ct_8",1820,"tr_1"
58697,"NZ","75","75","676c","TTP","O","N","ct_9",1612,"tr_1"
58706,"HZ","26","69","389a","CDI","O","C","ct_9",1786,"tr_6"
58709,"CA","62","62","461c","CDI","O","C","ct_9",1827,"tr_6"
58721,"QB","75","75","435b","CDI","O","C","ct_4",1820,"tr_5"
58732,"HZ","60","60","641b","CDI","O","P","ct_9",894,"tr_5"
58751,"HZ","56","56","643a","CDI","O","P","ct_9",444,"tr_4"
58814,"FZ","54","54","681a","CDI","O","C","ct_6",761,"tr_1"
58818,"CK","58","58","674d","CDI","O","C","ct_9",1771,"tr_4"
58832,"JA","75","75","353c","CDI","O","C","ct_9",2028,"tr_1"
58844,"NZ","42","42","684a","CDI","O","P","ct_9",1758,"tr_5"
58849,"OZ","38","38","333f","CDI","O","C","ct_2",1820,"tr_5"
58853,"SZ","74","74","675a","AUT","X","C","ct_9",906,"tr_1"
58860,"OZ","11","11","434c","CDI","O","C","ct_8",152,"tr_1"
58878,"FZ","13","13","476b","CDI","O","C","ct_9",1724,"tr_1"
58882,"PZ","59","02","422b","CDI","O","C","ct_8",1820,"tr_4"
58886,"OZ","61","75","464b","AUT","O","C",NA,123,NA
58890,"EZ","49","49","676c","CDI","O","C","ct_9",121,"tr_1"
58892,"RZ","95","75","461f","CDI","O","C","ct_5",1743,"tr_6"
58895,"SZ","72","72","691b","CDI","O","P","ct_8",1067,"tr_4"
58897,"OZ","06","75","464b","CDI","O","C",NA,125,NA
58900,"IZ","47","47","684a","CDI","O","C","ct_9",1547,"tr_1"
58911,"TZ","94","94","563c","CDI","O","N","ct_7",1301,"tr_1"
58913,"HZ","75","94","333c","CDI","O","C","ct_9",1820,"tr_6"
58929,"GZ","11","11","373d","CDI","O","C","ct_9",531,"tr_5"
58933,"QB","32","32","563b","CDI","O","N","ct_7",1894,"tr_1"
58936,"RZ","24","24","424a","CDI","O","C","ct_8",844,"tr_1"
58939,"GZ","60","95","634a","CDI","O","C","ct_9",546,"tr_3"
58943,"CA","43","43","625d","CDI","O","C","ct_9",1820,"tr_3"
58946,"QB","25","25","563a","CDI","O","N","ct_7",2181,"tr_1"
58952,"PZ",NA,NA,"542a","CDI","O","P","ct_8",1095,"tr_1"
58961,"CC","69","69","676a","CDI","O","C","ct_9",1997,"tr_3"
58962,"PZ","38","38","333e","CDI","O","C","ct_1",1820,"tr_5"
58974,"CE","50","50","485a","CDI","O","C","ct_9",1342,"tr_6"
58980,"PZ","91","75","525b","CDI","O","C","ct_9",1860,"tr_6"
58981,"HZ","82","82","641a","CDI","O","C","ct_9",2200,"tr_3"
58985,"GZ","93","93","554b","AUT","X","P","ct_8",748,"tr_4"
58992,"QB","69","69","563a","CDI","O","N","ct_7",2742,"tr_1"
58998,"CB","13","13","676c","CDI","O","C","ct_9",1715,"tr_2"
59000,"FZ","08","51","632g","CDI","O","C","ct_9",1539,"tr_3"
59045,"CK","01","69","474c","CDI","O","C","ct_9",2179,"tr_5"
59051,"HZ","83","83","643a","CDI","O","C","ct_9",1896,"tr_3"
59056,"GZ","59","59","676c","CDI","O","C","ct_9",1418,"tr_6"
59061,"OZ","10","51","523c","AUT","O","P","ct_2",1890,"tr_1"
59073,"KZ","56","56","376d","CDI","O","C","ct_9",1820,"tr_6"
59077,"FZ","30","30","542a","CDI","O","C","ct_9",1634,"tr_1"
59082,"NZ","93","95","477c","CDI","O","C","ct_9",1062,"tr_1"
59084,"QB","94","93","461c","CDI","O","C","ct_8",1820,"tr_5"
59086,"LZ","75","92","462e","CDI","O","C","ct_9",1470,"tr_2"
59087,"GZ","42","42","554b","CDI","O","C","ct_9",1360,"tr_3"
59088,"FZ","38","38","681a","CDI","O","C","ct_9",1277,"tr_1"
59114,"OZ","16","16","543g","CDD","O","C","ct_8",476,"tr_6"
59130,"GZ","92","92","684a","CDI","O","N",NA,1058,NA
59147,"HZ","72","75","534a","CDI","O","C","ct_9",2200,"tr_1"
59154,"FZ","64","64","632a","CDI","O","C","ct_9",1676,"tr_5"
59167,"OZ","54","54","524c","AUT","O","C","ct_2",1268,"tr_3"
59198,"GZ","31","31","543f","CDD","O","C","ct_9",402,"tr_3"
59202,"MA","75","75","312a","CDI","O","C","ct_9",1820,"tr_1"
59227,"TZ","11","11","563c","CDI","O","C",NA,575,NA
59229,"QA","54","54","525d","CDI","O","C","ct_8",1680,"tr_5"
59230,"GZ","94","75","554a","CDI","O","C","ct_9",1092,"tr_1"
59243,"QB","02","02","563a","CDI","O","N","ct_7",1254,"tr_1"
59254,"CF","60","93","461b","CDI","O","P","ct_9",653,"tr_6"
59255,"QA","35","35","526e","CDI","O","C","ct_6",1820,"tr_1"
59265,"QB","92","92","526a","CDI","O","C","ct_8",1612,"tr_4"
59273,"FZ","34","34","477b","CDI","O","C","ct_9",1757,"tr_3"
59279,"QB","84","13","526a","CDI","O","C",NA,144,NA
59281,"FZ","59","59","632f","CDI","O","C","ct_9",1596,"tr_2"
59302,"QB","78","78","563b","CDI","O","C",NA,617,NA
59306,"QB","38","38","526a","CDI","O","P","ct_8",1367,"tr_4"
59333,"SZ",NA,NA,"543h","CDI","O","P","ct_8",1080,"tr_1"
59339,"OZ","66","66","525b","CDI","O","C","ct_2",303,"tr_5"
59348,"GZ","59","59","554e","CDD","O","P","ct_6",499,"tr_0"
59349,"KZ","75","75","545a","CDI","O","C","ct_9",1813,"tr_6"
59371,"MA","75","78","382b","CDI","O","C","ct_6",2028,"tr_1"
59377,"MA","75","75","642b","CDI","O","C","ct_9",1984,"tr_1"
59379,"GZ","69","69","552a","CDI","O","P","ct_9",1469,"tr_6"
59380,"HZ","64","64","534a","CDI","O","C","ct_9",1808,"tr_1"
59391,"CG","66","66","674a","CDI","O","C","ct_9",1613,"tr_3"
59401,"NZ","95","92","564a","CDI","O","N","ct_8",1197,"tr_1"
59404,"CH","74","74","676c","CDI","O","C","ct_9",1387,"tr_3"
59420,"NZ","32","32","380a","CDI","O","C","ct_9",1820,"tr_4"
59430,"HZ","58","58","521a","CDI","O","C","ct_9",1826,"tr_3"
59431,"CH","34","34","464b","CDI","O","C","ct_9",1393,"tr_3"
59433,"GZ","89","89","543b","CDI","O","C","ct_9",1820,"tr_3"
59442,"FZ","06","06","543g","CDI","O","P","ct_9",856,"tr_2"
59446,"QA","66","66","525d","CDI","O","C","ct_9",735,"tr_5"
59448,"PZ","29","29","525b","CDI","O","C","ct_8",682,"tr_6"
59454,"QA","66","66","525d","CDI","O","C","ct_9",735,"tr_5"
59461,"NZ","69","69","676a","TTP","O","C","ct_9",1622,"tr_1"
59463,"HZ","19","19","643a","CDI","O","C","ct_9",228,"tr_4"
59480,"PZ","77","75","422a","CDI","O","C","ct_1",2131,"tr_5"
59483,"NZ","19","01","674a","CDD","O","N","ct_9",702,"tr_2"
59487,"GZ","21","21","374d","CDI","O","C","ct_9",1302,"tr_3"
59489,"JA","59","59","627f","CDI","O","C","ct_9",728,"tr_3"
59492,"HZ","73","73","521a","AUT","X","C","ct_9",328,"tr_5"
59499,"CA","76","76","625f","CDI","O","C","ct_9",1557,"tr_5"
59502,"GZ","2B","2B","634d","CDI","O","C","ct_9",1784,"tr_1"
59510,"CJ","45","45","673c","CDI","O","C","ct_9",1083,"tr_4"
59513,"FZ","75","94","637d","CDI","O","C","ct_9",1432,"tr_1"
59523,"FZ","84","84","684a","CDI","O","P","ct_9",1170,"tr_5"
59524,"QB","59","59","525d","CDI","O","C","ct_8",1928,"tr_4"
59541,"IZ","57","57","636d","CDI","O","P","ct_6",668,"tr_1"
59546,"DZ","73","73","461f","CDI","O","C","ct_9",1793,"tr_5"
59550,"OZ","13","13","451g","CDI","O","C","ct_2",514,"tr_6"
59560,"QB","83","83","525d","CDI","O","C","ct_9",1834,"tr_4"
59563,"GZ","68","68","554j","CDI","O","C","ct_9",1812,"tr_1"
59566,"OZ","94","75","333e","CDI","O","C","ct_1",1820,"tr_6"
59585,"HZ","54","54","642b","CDI","O","C",NA,126,NA
59586,"GZ","68","68","461d","CDI","O","P","ct_9",928,"tr_1"
59600,"QA","91","94","525d","CDI","O","C","ct_8",886,"tr_6"
59601,"SZ","22","22","564b","CDI","O","P","ct_8",630,"tr_3"
59615,"NZ","75","75","534a","CDI","O","C","ct_9",1820,"tr_1"
59624,"QB","80","80","563a","CDI","O","N","ct_7",2039,"tr_1"
59634,"GZ","14","27","344d","CDI","O","C","ct_9",1820,"tr_2"
59637,"QA","78","78","526e","CDI","O","C","ct_9",1786,"tr_1"
59642,"JA","55","55","543g","CDI","O","P","ct_9",1954,"tr_2"
59648,"DZ","54","54","387a","CDI","O","C","ct_9",1771,"tr_5"
59668,"CM","83","83","383c","CDI","O","C","ct_9",1750,"tr_1"
59671,"MA","95","75","543g","CDI","O","C","ct_9",1820,"tr_3"
59680,"PZ","75","92","424a","CDI","O","P","ct_8",1805,"tr_2"
59681,"QA","35","35","526e","CDI","O","C","ct_9",2152,"tr_3"
59682,"FZ","45","45","382d","CDI","O","C","ct_9",1718,"tr_4"
59685,"CC","22","22","477b","CDI","O","C","ct_9",1932,"tr_3"
59692,"PZ","63","69","422b","CDI","O","C","ct_8",1860,"tr_4"
59697,"GZ","51","51","634a","CDI","O","C","ct_9",1545,"tr_1"
59702,"HZ","93","93","521a","CDI","O","C","ct_9",1842,"tr_4"
59706,"QB","69","69","526d","CDI","O","C","ct_8",1712,"tr_3"
59711,"TZ","81","81","563c","AUT","O","C",NA,191,NA
59730,"LZ","33","33","463e","CDI","O","C","ct_9",1601,"tr_1"
59737,"CC","47","47","675b","CDI","O","C","ct_9",1870,"tr_2"
59738,"KZ","55","55","526b","CDI","O","C","ct_9",1248,"tr_1"
59743,"FZ","92","75","632g","CDI","O","C","ct_9",544,"tr_1"
59745,"FZ","60","60","632a","CDI","O","C","ct_9",1682,"tr_2"
59749,"NZ","94","75","684a","CDI","O","P","ct_8",1036,"tr_1"
59757,"TZ","50","50","563c","AUT","O","C",NA,343,NA
59764,"IZ","91","91","468a","CDI","O","C",NA,158,NA
59771,"QB","69","69","526a","CDI","O","C","ct_8",1694,"tr_4"
59796,"LZ","69","69","564a","CDI","O","C","ct_9",1834,"tr_5"
59799,"MB","94","93","342g","CDI","O","P","ct_1",1447,"tr_6"
59809,"QB","82","82","542a","CDI","O","C","ct_8",1874,"tr_4"
59810,"FZ","93","77","621e","CDI","O","C","ct_9",1663,"tr_3"
59816,"BZ","73","73","641a","CDI","O","C","ct_9",1685,"tr_1"
59818,"CI","77","77","673c","CDI","O","C","ct_9",1797,"tr_5"
59821,"KZ","76","76","542a","CDI","O","P","ct_9",1664,"tr_1"
59829,"HZ","13","13","552a","CDI","O","C","ct_9",2200,"tr_3"
59859,"OZ","19","49","524a","CDI","O","C","ct_1",1820,"tr_6"
59871,"FZ","38","38","634b","CDI","O","C","ct_9",1496,"tr_3"
59878,"FZ","94","77","477c","CDI","O","C","ct_9",1820,"tr_1"
59884,"MA","92","75","461b","CDI","O","C","ct_9",1827,"tr_6"
59887,"NZ","94","94","534a","CDI","O","C","ct_9",1725,"tr_6"
59888,"CG","62","62","676c","CDI","O","P","ct_9",680,"tr_6"
59917,"SZ","02","02","562b","CDI","O","P","ct_6",673,"tr_1"
59926,"SZ","17","17","542a","CDI","O","C","ct_9",825,"tr_3"
59930,"KZ","94","75","545d","CDI","O","C","ct_8",910,"tr_3"
59933,"CA","42","42","674b","CDI","O","C","ct_9",866,"tr_5"
59939,"QA","44","44","332b","CDI","O","C","ct_3",1820,"tr_6"
59945,"QB","07","07","563a","CDI","O","N","ct_7",580,"tr_1"
59948,"HZ","85","49","641a","CDI","O","C","ct_9",2200,"tr_5"
59977,"QB","68","68","526a","CDI","O","C","ct_8",1747,"tr_3"
59979,"GZ","88","54","487a","CDI","O","C","ct_9",455,"tr_3"
59984,"JA","07","13","465a","CDI","O","C","ct_9",1850,"tr_6"
59994,"QA","77","93","526d","CDI","O","C","ct_9",2035,"tr_4"
59998,"CB","75","75","465a","CDI","O","C","ct_9",1820,"tr_1"
60005,"QB","59","59","525d","CDI","O","C","ct_8",1820,"tr_2"
60009,"EZ","02","02","628e","CDI","O","C","ct_9",1828,"tr_2"
60018,"QA","59","62","344a","CDI","O","P","ct_3",728,"tr_6"
60030,"TZ","02","02","563c","AUT","O","C",NA,1121,NA
60031,"OZ","78","91","333b","AUT","O","C","ct_1",1820,"tr_2"
60035,"NZ","05","13","382c","CDI","O","C","ct_9",910,"tr_1"
60046,"HZ","64","64","642a","CDI","O","C","ct_9",1384,"tr_1"
60049,"QA","12","12","542a","CDI","O","P","ct_8",601,"tr_3"
60055,"QA","43","43","431a","CDI","O","C","ct_8",1820,"tr_6"
60060,"QB","18","03","526a","CDI","O","C","ct_8",1827,"tr_3"
60066,"PZ","94","75","525b","CDI","O","C","ct_8",3000,"tr_5"
60076,"SZ","64","64","564a","CDI","O","C","ct_4",1820,"tr_1"
60079,"CE","95","60","653a","CDI","O","C","ct_9",2131,"tr_6"
60088,"CL","59","59","673c","CDI","O","C","ct_9",1443,"tr_6"
60094,"CK","92","95","542b","CDI","O","C","ct_9",690,"tr_5"
60097,"QA","75","93","433a","CDI","O","C","ct_9",1898,"tr_3"
60100,"QA","60","93","542a","CDI","O","C","ct_8",1820,"tr_5"
60107,"GZ","72","59","462e","CDI","O","C","ct_9",1820,"tr_2"
60109,"PZ","46","91","542a","CDI","O","P","ct_5",498,"tr_3"
60117,"OZ","14","14","434c","CDI","O","P","ct_8",920,"tr_4"
60129,"NZ","71","71","546c","TTP","O","C","ct_9",277,"tr_1"
60131,"JC","75","94","653a","CDI","O","C","ct_9",1780,"tr_6"
60141,"CA","92","92","684a","CDI","O","C","ct_9",1820,"tr_5"
60154,"QA","69","69","543g","CDI","O","C","ct_8",2100,"tr_2"
60156,"GZ","61","27","643a","CDI","O","C","ct_9",2200,"tr_2"
60158,"GZ","30","67","556a","CDI","O","C",NA,156,NA
60182,"CG","59","59","674a","CDI","O","C","ct_9",1984,"tr_1"
60185,"NZ","91","91","525a","CDI","O","C",NA,260,"tr_1"
60191,"GZ","39","39","632k","CDI","O","C","ct_9",1747,"tr_5"
60211,"OZ","77","77","524b","CDI","O","P",NA,121,NA
60217,"CC","40","40","675b","CDI","O","C","ct_9",1459,"tr_1"
60218,"OZ",NA,NA,"525b","CDI","O","P","ct_2",1520,"tr_6"
60221,"PZ","24","24","333a","CDI","O","C",NA,234,NA
60222,"IZ","69","69","636d","CDI","O","C","ct_9",677,"tr_1"
60223,"QB","13","13","435b","CDI","O","C","ct_8",1261,"tr_4"
60236,"OZ","13","13","523c","AUT","O","C","ct_2",1819,"tr_6"
60237,"QA","62","62","525d","CDI","O","C","ct_9",1785,"tr_5"
60240,"FZ","33","33","373c","CDI","O","C","ct_9",1820,"tr_2"
60249,"QA","57","57","526e","CDI","O","C","ct_9",2013,"tr_4"
60255,"FZ","95","91","632a","CDI","O","C","ct_9",553,"tr_2"
60270,"QB","17","17","526d","CDI","O","C","ct_8",639,"tr_4"
60272,"JA","30","30","465b","CDI","O","C","ct_8",1820,"tr_1"
60277,"FZ","13","13","472c","CDI","O","C","ct_9",1820,"tr_3"
60288,"SZ","37","37","543h","CDI","O","C","ct_8",630,"tr_1"
60297,"CA","31","94","374c","CDI","O","C","ct_9",1215,"tr_6"
60319,"HZ","56","56","643a","CDI","O","P","ct_9",444,"tr_4"
60328,"QA","94","75","526a","CDI","O","C","ct_9",2106,"tr_4"
