pkey,Type_of_contract,PAY,job_dep,employer_type,employee_count,work_condition,ECO_SECT,JOB_CATEGORY,working_hours,work_desc
47250,"CDD",2742,"56","ct_2","tr_6","P","OZ","O",288,"523c"
47253,"CDI",20343,"56","ct_6","tr_1","C","FZ","O",1899,"641a"
47265,"CDI",19448,"56","ct_9","tr_4","C","CM","O",1968,"627d"
47272,"CDI",21030,"56","ct_9","tr_3","C","FZ","O",1722,"384c"
47273,"CDI",20525,"35","ct_9","tr_3","C","FZ","O",1806,"652a"
47274,"CDI",50977,"29","ct_9","tr_0","C","KZ","O",1834,"376e"
47284,"CDD",3339,"56","ct_9","tr_1","C","IZ","O",362,"631a"
47285,"CDI",8875,"56","ct_9","tr_1","P","GZ","O",1015,"543b"
47287,"CDI",20347,"56","ct_9","tr_1","P","RZ","O",1756,"637c"
47298,"CDI",20933,"56","ct_9","tr_3","C","HZ","O",1823,"643a"
47308,"CDI",22614,"56","ct_8","tr_2","P","PZ","O",1365,"421b"
47311,"CDI",3741,"56",NA,NA,"C","OZ","O",360,"525b"
47321,"CDI",65875,"56","ct_8","tr_6","P","QA","O",1936,"344a"
47324,"CDI",13764,"56","ct_8","tr_3","C","PZ","O",1663,"525b"
47329,"CDI",21910,"56","ct_7","tr_1","N","QB","O",3000,"563a"
47332,"CDI",17658,"56","ct_8","tr_3","C","PZ","O",1668,"422c"
47337,"CDI",34477,"56","ct_9","tr_5","C","GZ","O",3000,"676c"
47357,"CDI",6853,"35","ct_9","tr_3","C","HZ","O",446,"641a"
47361,"CDI",17817,"56","ct_9","tr_5","C","FZ","O",1578,"621e"
47371,"TTP",6625,"22","ct_9","tr_1","N","NZ","O",745,"551a"
47373,"CDI",26182,"56","ct_9","tr_3","C","GZ","O",1846,"556a"
47380,"CDI",7918,"56","ct_9","tr_2","C","GZ","O",541,"433d"
47397,"CDI",24070,"42","ct_9","tr_3","C","HZ","O",2200,"641a"
47405,"CDI",29410,"56","ct_9","tr_6","C","CA","O",1829,"486e"
47407,"CDI",19658,"56","ct_9","tr_3","C","QA","O",1820,"542a"
47410,"CDI",18796,"56","ct_8","tr_2","C","QB","O",1825,"525d"
47411,"CDI",26897,"56","ct_9","tr_4","C","CH","O",1947,"623g"
47419,"CDI",31391,"56","ct_9","tr_1","C","MC","O",1820,"472c"
47437,"CDI",12315,"56","ct_9","tr_3","P","GZ","O",1307,"553c"
47443,"CDI",15237,"56","ct_9","tr_5","C","CG","O",1533,"625c"
47446,"CDI",19642,"56","ct_9","tr_4","P","GZ","O",1241,"543g"
47451,"CDI",24960,"56","ct_9","tr_4","C","CA","O",1831,"625d"
47452,"CDI",27422,"56","ct_9","tr_2","C","FZ","O",1757,"472a"
47458,"CDI",26100,"56","ct_8","tr_6","N","QB","O",1820,"563a"
47463,"CDI",26255,"56","ct_7","tr_1","N","QB","O",3000,"563a"
47466,"CDI",17100,"56","ct_9","tr_4","P","GZ","O",1557,"552a"
47473,"CDI",17008,"56","ct_9","tr_5","P","NZ","O",1762,"684a"
47487,"CDI",31081,"56","ct_9","tr_4","C","IZ","O",1168,"377a"
47492,"CDI",25154,"56","ct_9","tr_4","P","QA","O",1603,"526a"
47494,"CDI",13962,"56","ct_9","tr_1","C","IZ","O",1266,"488a"
47496,"CDI",24081,"56","ct_9","tr_1","C","FZ","O",1754,"633a"
47502,"CDI",25478,"56","ct_9","tr_6","C","CA","O",1820,"475b"
47505,"CDI",50088,"44","ct_9","tr_6","C","CA","O",1976,"484a"
47512,"CDI",37497,"56","ct_9","tr_6","C","CA","O",1820,"625a"
47522,"CDI",15578,"56","ct_8","tr_1","C","PZ","O",1820,"525a"
47532,"CDI",19725,"56","ct_9","tr_4","C","GZ","O",1687,"643a"
47533,"CDI",18847,"56","ct_9","tr_3","C","AZ","O",1345,"692a"
47536,"CDI",21784,"56","ct_9","tr_3","C","GZ","O",1724,"625a"
47542,"AUT",9660,"56","ct_8","tr_5","C","QB","X",1806,"676e"
47558,"CDD",6946,"56","ct_2","tr_2","P","QB","O",772,"563b"
47561,"TOA",7737,"56","ct_9","tr_1","C","IZ","O",779,"636d"
47572,"CDI",18553,"56","ct_8","tr_6","C","QB","O",2007,"563b"
47577,"CDI",18351,"56","ct_9","tr_4","C","CH","O",1805,"624d"
47580,"CDI",8743,"56","ct_8","tr_2","P","PZ","O",656,"525a"
47583,"CDI",17552,"29","ct_9","tr_3","C","CA","O",1820,"676c"
47584,"CDI",20272,"56","ct_9","tr_3","C","GZ","O",1994,"634c"
47588,"CDI",25921,"56","ct_9","tr_5","C","CA","O",1771,"625f"
47589,"CDI",10708,"56",NA,NA,"C","PZ","O",1040,"525a"
47593,"CDI",2145,"56",NA,"tr_2","C","NZ","O",266,"674c"
47600,"CDI",40644,"56","ct_9","tr_6","C","CA","O",1820,"372e"
47602,"CDI",16316,"56","ct_9","tr_1","C","MA","O",1179,"461f"
47604,"CDI",47214,"69","ct_9","tr_4","C","GZ","O",1390,"374d"
47605,"CDI",19695,"56","ct_9","tr_5","C","GZ","O",1822,"551a"
47611,"CDI",24340,"56","ct_9","tr_5","C","CE","O",1821,"543f"
47616,"TTP",4140,"35","ct_9","tr_1","N","NZ","O",498,"625c"
47623,"CDI",43222,"56","ct_9","tr_1","C","KZ","O",1552,"373b"
47625,"CDI",19839,"56","ct_9","tr_1","C","GZ","O",1800,"542a"
47633,"CDI",13389,"56","ct_7","tr_1","N","QB","O",3000,"563a"
47637,"CDI",2868,"35",NA,"tr_0","C","NZ","O",141,"674c"
47644,"AUT",24234,"56","ct_2","tr_6","C","OZ","O",2017,"525b"
47656,"CDI",16920,"56","ct_9","tr_5","C","GZ","O",1852,"551a"
47679,"CDI",20564,"56","ct_8","tr_4","P","QB","O",1738,"526d"
47681,"CDI",16001,"56","ct_9","tr_1","C","SZ","O",1693,"562b"
47683,"CDI",14567,"56","ct_8","tr_1","P","PZ","O",1653,"525a"
47690,"CDI",27204,"56","ct_9","tr_3","C","CM","O",2082,"623a"
47692,"CDI",9526,"56","ct_7","tr_1","N","QB","O",2577,"563a"
47695,"CDI",10221,"56","ct_9","tr_1","P","IZ","O",1057,"561f"
47700,"CDI",79581,"56","ct_9","tr_0","C","KZ","O",2133,"471a"
47702,"CDI",4122,"56","ct_6","tr_1","C","FZ","O",389,"632j"
47703,"CDI",11165,"52","ct_9","tr_2","C","IZ","O",933,"636d"
47712,"CDI",24213,"56","ct_8","tr_3","P","QB","O",1819,"432d"
47719,"CDI",36799,"56","ct_9","tr_5","C","HZ","O",1799,"487a"
47735,"CDI",23567,"56","ct_9","tr_5","C","MA","O",2200,"462e"
47739,"CDI",19093,"56","ct_8","tr_0","C","RZ","O",1855,"435a"
47760,"CDI",16632,"56","ct_9","tr_5","C","CA","O",1561,"674c"
47761,"CDI",18872,"56","ct_9","tr_3","C","FZ","O",1574,"632j"
47766,"CDI",40448,"56","ct_9","tr_5","C","JC","O",1799,"388b"
47774,"CDI",21567,"29","ct_9","tr_3","C","QA","O",2187,"526e"
47784,"CDI",10002,"56","ct_9","tr_6","C","QA","O",1820,"526a"
47792,"CDI",19498,"56","ct_7","tr_1","N","QB","O",3000,"563a"
47793,"CDI",14858,"56","ct_9","tr_3","C","CL","O",1515,"628g"
47798,"AUT",8485,"56","ct_8","tr_4","C","QB","X",1776,"676e"
47799,"CDI",18570,"35","ct_9","tr_1","C","CA","O",1892,"674c"
47802,"CDI",30504,"56","ct_9","tr_1","C","LZ","O",1288,"463e"
47803,"CDI",17838,"56","ct_9","tr_1","C","GZ","O",1826,"634c"
47819,"CDD",20295,"56","ct_1","tr_6","P","OZ","O",2321,"422e"
47824,"CDI",24577,"56","ct_9","tr_3","C","SZ","O",1945,"477a"
47832,"CDI",23174,"56","ct_9","tr_1","C","NZ","O",1820,"461e"
47841,"CDI",14753,"56","ct_9","tr_6","C","CA","O",1214,"674b"
47844,"CDI",29614,"56","ct_9","tr_6","C","KZ","O",1820,"467a"
47848,"CDI",46245,"56","ct_9","tr_2","C","HZ","O",1883,"461f"
47851,"CDI",23634,"56","ct_9","tr_2","C","FZ","O",1667,"542a"
47855,"CDD",15580,"54","ct_9","tr_5","N","HZ","O",1661,"534a"
47856,"CDI",28143,"56","ct_9","tr_1","C","KZ","O",1820,"467a"
47857,"CDI",48802,"22","ct_9","tr_4","C","CC","O",1509,"372b"
47871,"CDI",23082,"56","ct_9","tr_0","P","LZ","O",1807,"543b"
47873,"CDI",44090,"56","ct_9","tr_3","C","FZ","O",2170,"477c"
47874,"AUT",22673,"56","ct_3","tr_6","C","QA","O",1820,"526c"
47876,"CDI",5469,"56","ct_3","tr_6","C","QA","O",452,"451h"
47878,"CDI",31850,"35","ct_9","tr_6","C","CA","O",1918,"484a"
47885,"CDI",19657,"56","ct_8","tr_4","C","QB","O",1850,"526a"
47894,"CDI",19373,"56","ct_8","tr_4","P","QA","O",1506,"434b"
47895,"CDI",19913,"56","ct_9","tr_4","C","QB","O",1821,"632k"
47896,"CDI",23903,"56","ct_9","tr_5","C","CC","O",893,"626c"
47898,"CDI",13090,"56","ct_8","tr_3","C","QB","O",1358,"434d"
47900,"CDI",15512,"91","ct_9","tr_5","C","FZ","O",1626,"472c"
47908,"CDI",19306,"56","ct_9","tr_1","C","FZ","O",1938,"631a"
47911,"CDI",26609,"35","ct_8","tr_6","C","OZ","O",2044,"467d"
47914,"CDI",21142,"56","ct_9","tr_1","C","FZ","O",1296,"462e"
47917,"CDI",13292,"56","ct_9","tr_3","C","GZ","O",1491,"641a"
47924,"CDI",30559,"56","ct_8","tr_4","P","QB","O",1820,"432d"
47926,"TTP",16289,"35","ct_9","tr_0","N","NZ","O",1067,"636a"
47928,"CDI",25170,"44","ct_8","tr_3","C","PZ","O",1606,"422e"
47930,"CDI",18265,"56","ct_8","tr_5","C","QA","O",1688,"525d"
47931,"CDI",16952,"56","ct_9","tr_3","P","MA","O",1456,"479b"
47938,"CDI",20080,"44","ct_9","tr_5","C","CA","O",1826,"625a"
47941,"CDI",29837,"56","ct_9","tr_4","C","FZ","O",1792,"481b"
47946,"CDI",6934,"56","ct_1","tr_3","C","OZ","O",606,"524c"
47955,"AUT",27681,"56","ct_3","tr_6","C","QA","O",2332,"526a"
47960,"AUT",22056,"56","ct_3","tr_5","C","QA","O",1820,"525d"
47966,"CDI",18078,"56","ct_9","tr_1","C","GZ","O",1391,"484a"
47968,"CDI",12692,"56","ct_9","tr_5","P","CA","O",1063,"674b"
47972,"CDI",11395,"56","ct_9","tr_1","P","IZ","O",1259,"561b"
47973,"CDI",20594,"56","ct_8","tr_4","P","QB","O",1638,"526a"
47977,"CDI",18112,"56","ct_9","tr_4","C","NZ","O",1715,"684a"
47991,"CDI",15409,"56","ct_8","tr_4","C","PZ","O",1062,"525b"
47994,"CDI",48795,"67","ct_9","tr_4","C","GZ","O",1437,"384c"
48000,"AUT",1893,"22",NA,NA,"C","MC","O",140,"526b"
48001,"CDI",11319,"56","ct_9","tr_6","C","CE","O",1785,"431f"
48003,"CDD",25631,"56","ct_9","tr_6","C","CE","O",1685,"543g"
48005,"CDI",4870,"56","ct_9","tr_1","P","IZ","O",722,"534a"
48006,"CDI",11108,"56","ct_9","tr_1","P","GZ","O",1187,"553c"
48007,"CDI",43069,"92","ct_9","tr_5","C","NZ","O",1781,"388a"
48014,"AUT",22820,"36","ct_1","tr_6","C","OZ","O",2028,"532a"
48028,"AUT",9391,"56","ct_8","tr_4","C","QB","O",1820,"685a"
48029,"CDI",38069,"56","ct_9","tr_2","C","KZ","O",1818,"467a"
48039,"CDI",37860,"57","ct_8","tr_5","C","PZ","O",1820,"341a"
48045,"CDD",3778,"69","ct_9","tr_3","P","IZ","O",399,"561d"
48047,"CDI",33293,"57","ct_9","tr_6","C","CL","O",1515,"387d"
48049,"AUT",1695,"54",NA,"tr_1","C","NZ","O",206,"632a"
48055,"CDI",23095,"57","ct_9","tr_4","C","CL","O",1436,"623f"
48069,"CDI",54625,"57","ct_9","tr_6","C","DZ","O",1764,"386d"
48079,"CDI",65107,"57","ct_9","tr_4","C","NZ","O",1820,"388c"
48094,"CDI",61638,"75","ct_8","tr_6","C","KZ","O",1820,"376e"
48098,"CDI",16949,"57","ct_9","tr_1","C","CC","O",1710,"675b"
48111,"CDI",10404,"57","ct_9","tr_3","C","CH","O",731,"483a"
48115,"CDD",19278,"57","ct_3","tr_6","C","QA","O",1820,"525d"
48129,"CDI",20435,"57","ct_9","tr_3","C","FZ","O",1610,"632a"
48133,"CDI",34769,"57","ct_9","tr_5","C","CG","O",1553,"477b"
48140,"CDI",18560,"57","ct_9","tr_5","C","HZ","O",1694,"333c"
48148,"CDI",9913,"57","ct_9","tr_1","C","CM","O",374,"543f"
48158,"CDI",61728,"57","ct_8","tr_3","P","QB","O",1528,"344b"
48166,"CDI",31349,"57","ct_9","tr_3","C","QA","O",2200,"526e"
48169,"CDI",52512,"57","ct_9","tr_1","C","GZ","O",1783,"463b"
48174,"CDI",30757,"57","ct_9","tr_5","C","DZ","O",1820,"485a"
48182,"CDI",35870,"88","ct_9","tr_1","C","KZ","O",1696,"376e"
48186,"CDI",18941,"57","ct_9","tr_5","P","HZ","O",1591,"543g"
48187,"CDI",37490,"57","ct_9","tr_1","C","NZ","O",1977,"486d"
48189,"CDI",22793,"57","ct_9","tr_6","C","HZ","O",1596,"546b"
48204,"CDI",26297,"67","ct_9","tr_2","C","CH","O",1421,"384b"
48206,"CDI",13252,"57","ct_9","tr_6","P","GZ","O",1288,"552a"
48210,"CDI",29868,"57","ct_9","tr_6","C","CH","O",1644,"484b"
48213,"CDI",18234,"57","ct_6","tr_1","C","QA","O",1618,"526b"
48217,"CDI",20767,"57","ct_9","tr_1","C","GZ","O",1886,"462b"
48223,"CDI",3116,"57",NA,NA,"C","CH","O",372,"684a"
48226,"CDI",7959,"57","ct_7","tr_1","N","QB","O",2444,"563a"
48228,"CDI",29002,"57","ct_9","tr_6","C","HZ","O",1806,"641b"
48229,"CDI",25080,"57","ct_9","tr_3","C","CB","O",1897,"676e"
48231,"CDI",26015,"57","ct_9","tr_2","C","GZ","O",1718,"487a"
48236,"CDI",26958,"57","ct_9","tr_6","C","CH","O",1498,"651a"
48242,"CDI",27301,"57","ct_8","tr_3","C","PZ","O",1820,"422d"
48249,"CDI",20985,"57","ct_8","tr_5","C","KZ","O",1924,"545c"
48256,"CDI",25455,"57","ct_9","tr_6","C","CH","O",1606,"673a"
48261,"CDI",3510,"57","ct_9","tr_2","C","IZ","O",282,"561c"
48263,"CDI",8539,"57","ct_7","tr_0","N","QB","O",2329,"563a"
48270,"CDI",13560,"57","ct_8","tr_6","P","QB","O",1414,"563b"
48274,"CDI",19610,"57","ct_9","tr_2","C","CH","O",1733,"543g"
48285,"CDI",29692,"57","ct_8","tr_5","C","PZ","O",1820,"341a"
48290,"CDI",15473,"57","ct_5","tr_4","C","LZ","O",1666,"632g"
48292,"CDI",19275,"57","ct_3","tr_6","C","QA","O",1857,"525d"
48293,"TTP",19026,"33","ct_9","tr_1","N","NZ","O",882,"681b"
48300,"CDI",15091,"57","ct_8","tr_4","C","QB","O",1823,"543g"
48306,"CDI",24511,"57","ct_9","tr_5","C","HZ","O",1709,"466c"
48308,"CDD",5994,"57","ct_9","tr_1","C","FZ","O",558,"681a"
48311,"CDI",17046,"57","ct_6","tr_1","C","GZ","O",1543,"433b"
48315,"CDI",17097,"57","ct_8","tr_3","C","QB","O",1590,"526c"
48316,"CDI",30503,"57","ct_9","tr_3","C","CI","O",1596,"473b"
48319,"CDI",19802,"57","ct_9","tr_6","C","GZ","O",1557,"627d"
48322,"TTP",2317,"57",NA,"tr_1","P","NZ","O",309,"684a"
48325,"CDI",10045,"57","ct_8","tr_4","P","QB","O",788,"525d"
48338,"CDI",22995,"92","ct_5","tr_6","C","MB","O",1317,"373a"
48341,"CDI",11233,"57","ct_8","tr_3","P","QB","O",1028,"632k"
48343,"CDI",7979,"57","ct_6","tr_1","C","GZ","O",962,"551a"
48344,"CDI",12143,"51","ct_9","tr_5","C","NZ","O",1820,"534a"
48349,"CDI",10376,"57","ct_9","tr_6","C","HZ","O",711,"451a"
48350,"CDI",12415,"57","ct_9","tr_2","C","QA","O",1378,"526e"
48361,"CDI",28654,"57","ct_9","tr_6","C","CG","O",1759,"625c"
48371,"CDI",27846,"57","ct_9","tr_4","C","KZ","O",1833,"545c"
48374,"CDI",23128,"57","ct_9","tr_6","C","HZ","O",1823,"546b"
48377,"CDI",17247,"57","ct_8","tr_4","P","QB","O",1395,"525d"
48384,"TTP",10272,"57","ct_9","tr_2","C","NZ","O",898,"642b"
48390,"CDI",22643,"57","ct_9","tr_6","C","CL","O",1635,"626a"
48391,"CDI",28480,"57","ct_8","tr_5","C","QB","O",1800,"434c"
48401,"CDI",32275,"67","ct_9","tr_6","C","CK","O",1781,"384a"
48414,"CDI",27827,"57","ct_9","tr_3","C","FZ","O",1582,"481a"
48418,"CDI",1556,"57","ct_9","tr_6","C","CK","O",152,"546c"
48426,"CDI",26584,"57","ct_9","tr_6","C","GZ","O",1758,"462b"
48427,"CDI",28145,"57","ct_9","tr_3","C","HZ","O",1820,"641a"
48429,"APP",9813,"57","ct_9","tr_3","C","FZ","A",1478,"477c"
48437,"CDI",11434,"57","ct_9","tr_6","C","HZ","O",1123,"543g"
48438,"CDI",15026,"57","ct_5","tr_4","C","HZ","O",1124,"546b"
48449,"CDI",29687,"57","ct_9","tr_3","C","QA","O",2200,"526e"
48456,"CDI",27964,"57","ct_9","tr_6","C","GZ","O",1935,"462b"
48460,"AUT",4632,"88","ct_9","tr_4","C","FZ","X",920,"472c"
48463,"CDI",38674,"57","ct_9","tr_3","C","MA","O",1726,"382d"
48471,"CDI",23232,"57","ct_9","tr_2","C","QA","O",1796,"526e"
48479,"CDI",19984,"57","ct_9","tr_2","C","PZ","O",1502,"423b"
48485,"CDI",20971,"57","ct_9","tr_3","C","HZ","O",2200,"641a"
48492,"CDI",27789,"57","ct_9","tr_4","C","QA","O",2197,"526e"
48495,"CDI",1667,"57","ct_9","tr_4","C","CE","O",161,"625a"
48498,"CDI",24874,"57","ct_9","tr_5","C","GZ","O",2069,"461f"
48499,"CDI",19502,"54","ct_9","tr_6","C","CL","O",889,"634c"
48502,"CDI",23873,"57","ct_8","tr_2","C","SZ","O",1820,"423b"
48511,"CDI",17618,"57","ct_9","tr_2","C","GZ","O",1834,"553c"
48512,"CDI",46506,"57","ct_9","tr_1","C","KZ","O",1795,"376d"
48513,"AUT",2439,"57",NA,NA,"C","QB","O",143,"563b"
48514,"CDI",12325,"57","ct_9","tr_5","P","GZ","O",1119,"551a"
48517,"CDI",22169,"57","ct_9","tr_3","C","GZ","O",1803,"653a"
48520,"CDI",39840,"57","ct_9","tr_6","C","CG","O",1989,"534a"
48523,"AUT",1648,"57","ct_8","tr_5","P","QB","X",226,"684a"
48528,"CDI",1648,"54",NA,NA,"C","QA","O",152,"526e"
48536,"CDI",35185,"57","ct_4","tr_3","C","SZ","O",1820,"375b"
48540,"CDI",16654,"57","ct_9","tr_3","C","CK","O",1572,"682a"
48545,"CDI",22776,"57","ct_8","tr_2","C","SZ","O",1820,"423b"
48546,"CDI",19391,"57","ct_9","tr_2","C","PZ","O",1312,"542a"
48550,"CDI",16976,"57","ct_9","tr_3","C","LZ","O",1547,"461f"
48553,"AUT",10902,"57",NA,"tr_6","C","NZ","O",1157,"684a"
48555,"CDI",24185,"57","ct_9","tr_3","C","CH","O",1778,"483a"
48560,"CDI",10086,"57","ct_9","tr_4","P","QB","O",1457,"563b"
48561,"CDI",50156,"57","ct_9","tr_3","C","CH","O",1820,"384b"
48570,"CDI",39213,"57","ct_9","tr_6","C","GZ","O",2200,"374a"
48571,"CDI",18957,"57","ct_9","tr_6","C","CL","O",1492,"673c"
48574,"CDI",17783,"57","ct_9","tr_1","C","QA","O",1381,"526b"
48576,"CDI",31266,"57","ct_9","tr_2","C","MA","O",1634,"372e"
48587,"CDI",39156,"57","ct_9","tr_6","C","CH","O",1212,"387c"
48589,"CDI",35503,"57","ct_2","tr_4","P","RZ","O",1403,"333f"
48590,"CDI",14614,"57","ct_9","tr_1","C","NZ","O",1472,"541d"
48594,"CDI",16100,"57","ct_9","tr_1","C","GZ","O",1642,"653a"
48596,"CDI",43946,"57","ct_9","tr_3","P","GZ","O",1656,"344d"
48600,"CDI",31390,"57","ct_9","tr_4","C","KZ","O",1375,"467a"
48602,"CDI",31279,"57","ct_5","tr_4","C","HZ","O",2933,"641b"
48605,"CDI",27855,"57","ct_9","tr_3","C","SZ","O",1709,"477a"
48618,"CDI",19787,"57","ct_2","tr_6","P","OZ","O",1456,"451g"
48622,"CDI",16582,"57","ct_9","tr_3","C","NZ","O",1509,"628g"
48625,"TTP",28662,"67","ct_9","tr_1","C","NZ","O",1987,"461f"
48633,"CDI",14764,"57","ct_9","tr_4","C","HZ","O",1824,"521a"
48642,"CDI",26867,"57","ct_8","tr_3","C","PZ","O",1820,"422d"
48644,"AUT",22663,"57","ct_2","tr_1","C","PZ","O",1820,"421b"
48646,"CDD",10486,"57","ct_9","tr_4","C","RZ","O",903,"424a"
48652,"CDI",23064,"57","ct_8","tr_3","C","QB","O",1826,"526a"
48657,"CDI",33700,"54","ct_9","tr_1","P","GZ","O",1695,"344d"
48666,"CDI",16486,"57","ct_9","tr_5","C","GZ","O",1850,"561d"
48674,"CDI",9528,"57","ct_9","tr_6","C","CK","O",732,"673c"
48676,"CDI",27283,"57","ct_9","tr_5","C","CJ","O",1532,"473c"
48679,"CDI",14911,"57","ct_8","tr_5","C","PZ","O",1820,"422e"
48692,"CDI",34476,"57","ct_9","tr_5","C","CJ","O",1876,"672a"
48705,"CDI",34189,"54","ct_9","tr_4","N","GZ","O",1820,"462a"
48707,"CDI",5375,"67","ct_9","tr_3","C","FZ","O",172,"481b"
48708,"CDI",23422,"57","ct_9","tr_2","C","FZ","O",2058,"641a"
48709,"CDI",19417,"57","ct_6","tr_1","C","KZ","O",993,"545c"
48712,"CDI",18636,"57","ct_9","tr_1","C","GZ","O",1554,"554c"
48713,"CDI",10083,"57","ct_9","tr_3","P","IZ","O",1325,"561b"
48720,"CDI",33874,"67","ct_8","tr_2","C","QA","O",1806,"431a"
48721,"CDI",26812,"57","ct_9","tr_1","C","FZ","O",1729,"632f"
48725,"CDI",18619,"57","ct_9","tr_1","C","FZ","O",1646,"632f"
48727,"CDI",49086,"57","ct_9","tr_6","C","DZ","O",1912,"461f"
48730,"CDI",7536,"57","ct_9","tr_0","C","FZ","O",332,"632g"
48731,"CDI",14742,"57","ct_9","tr_1","C","QA","O",1628,"526b"
48733,"CDI",23282,"57","ct_9","tr_4","C","CL","O",1481,"623f"
48738,"CDI",1275,"57","ct_9","tr_5","P","NZ","O",169,"684a"
48746,"CDI",22749,"57","ct_8","tr_2","C","PZ","O",1393,"372c"
48750,"CDI",24467,"57","ct_9","tr_6","C","CH","O",1905,"623f"
48756,"CDI",34771,"57","ct_8","tr_5","C","QA","O",1822,"431a"
48762,"CDI",21551,"57","ct_9","tr_1","C","QA","O",1645,"526b"
48767,"CDI",29473,"57","ct_9","tr_2","C","KZ","O",1820,"467a"
48770,"CDI",25931,"57","ct_8","tr_6","C","QA","O",2018,"526a"
48786,"CDI",22037,"57","ct_8","tr_4","C","QB","O",1755,"434d"
48787,"AUT",7161,"57","ct_8","tr_5","P","QB","X",813,"684a"
48788,"CDI",20419,"57","ct_9","tr_2","C","FZ","O",1664,"641a"
48792,"CDI",40193,"57","ct_9","tr_3","C","DZ","O",1812,"477b"
48806,"CDI",12559,"75","ct_8","tr_2","P","SZ","O",820,"435b"
48807,"CDI",20120,"54","ct_9","tr_5","P","NZ","O",1772,"684a"
48813,"CDI",9746,"57","ct_9","tr_1","P","SZ","O",578,"562b"
48826,"CDI",26992,"57","ct_9","tr_3","C","HZ","O",1820,"333c"
48829,"CDI",20600,"57","ct_9","tr_6","C","HZ","O",1842,"451a"
48836,"CDI",28148,"57","ct_9","tr_1","C","FZ","O",1616,"632d"
48837,"CDI",8093,"57","ct_3","tr_6","P","QA","O",364,"344a"
48842,"CDI",3561,"57",NA,NA,"C","CH","O",372,"684a"
48843,"CDI",8147,"57","ct_6","tr_1","P","IZ","X",1045,"554a"
48844,"CDI",10035,"57","ct_9","tr_1","P","IZ","O",1352,"561d"
48849,"CDI",12306,"57","ct_9","tr_1","P","GZ","O",1230,"554a"
48856,"CDI",51140,"93","ct_9","tr_6","C","HZ","O",1820,"382c"
48861,"CDI",27092,"57","ct_9","tr_4","P","CH","O",1139,"631a"
48862,"CDI",49040,"57","ct_9","tr_6","C","CE","O",1751,"533a"
48866,"CDI",9117,"57","ct_8","tr_5","P","QB","O",1055,"563b"
48867,"CDI",25968,"57","ct_8","tr_4","C","QB","O",1827,"636d"
48868,"CDI",34502,"57","ct_9","tr_5","C","HZ","O",1820,"333c"
48872,"CDI",11569,"57","ct_8","tr_4","C","QB","O",1820,"526a"
48874,"CDI",22038,"57","ct_9","tr_3","C","NZ","O",2054,"477c"
48876,"CDI",19971,"57","ct_9","tr_3","C","GZ","O",1919,"543f"
48880,"CDI",21555,"57","ct_9","tr_1","C","PZ","O",1665,"423b"
48890,"CDI",31843,"08","ct_9","tr_6","C","DZ","O",1993,"477c"
48898,"CDI",39378,"57","ct_9","tr_6","C","CK","O",1797,"384b"
48900,"CDI",58083,"54","ct_9","tr_4","C","KZ","O",1884,"371a"
48907,"CDI",53252,"57","ct_8","tr_6","C","QA","O",1669,"344a"
48911,"CDI",24494,"57","ct_8","tr_4","C","PZ","O",1820,"421b"
48912,"CDI",11208,"57","ct_9","tr_6","C","CH","O",398,"651a"
48919,"CDI",33236,"57","ct_8","tr_4","C","PZ","O",1820,"422b"
48923,"CDI",14863,"57","ct_8","tr_1","P","RZ","O",1671,"435b"
48929,"CDI",30072,"57","ct_8","tr_4","C","PZ","O",2233,"341a"
48932,"CDI",20200,"57","ct_9","tr_5","C","CH","O",1795,"481b"
48941,"CDI",20949,"57","ct_9","tr_6","C","CL","O",1827,"673c"
48945,"CDI",14834,"57","ct_9","tr_3","P","CG","O",814,"463d"
48947,"CDI",22003,"57","ct_9","tr_1","C","GZ","O",1749,"634a"
48950,"CDI",52693,"57","ct_8","tr_5","C","QA","O",1820,"344b"
48957,"CDI",13751,"57","ct_9","tr_6","P","GZ","O",1415,"552a"
48958,"CDI",20378,"57","ct_9","tr_1","C","GZ","O",1326,"374d"
48962,"CDI",31188,"57","ct_8","tr_5","C","MA","O",2163,"461b"
48982,"AUT",22158,"54","ct_2","tr_6","C","OZ","O",3000,"434d"
48983,"CDI",1274,"57","ct_7","tr_1","N","QB","O",198,"563a"
48984,"CDI",13192,"67","ct_9","tr_4","P","FZ","O",996,"543g"
48988,"CDI",16363,"57","ct_9","tr_6","C","CG","O",1872,"626b"
48990,"TTP",1792,"57","ct_9","tr_1","C","NZ","O",189,"676a"
48995,"CDI",25183,"57","ct_9","tr_0","C","FZ","O",1788,"621c"
48996,"CDI",27141,"57","ct_9","tr_3","C","CK","O",1854,"478a"
49001,"CDI",21533,"57","ct_8","tr_5","C","QA","O",1821,"526a"
49004,"CDI",25952,"57","ct_9","tr_0","C","FZ","O",1730,"632j"
49025,"CDI",23946,"57","ct_9","tr_6","C","CH","O",2005,"673c"
49040,"CDI",23237,"57","ct_8","tr_2","C","SZ","O",1820,"423b"
49043,"CDI",19956,"57","ct_9","tr_6","C","CA","O",1174,"674c"
49045,"CDI",10206,"57","ct_9","tr_1","C","GZ","O",1483,"554f"
49050,"CDI",19161,"57","ct_9","tr_3","C","GZ","O",1861,"542a"
49069,"CDI",25182,"57","ct_8","tr_4","C","PZ","O",1820,"421b"
49070,"CDI",6745,"57","ct_9","tr_0","P","NZ","O",555,"684a"
